canonical_entity,canonical_entity_id,source_sheet,source_row,source_record_id,related_is_text,notification_title,title_vernacular
NOTIFICATION,NOTIF-00993,,656,524.,IS 1269,लीगल मेट्रोलॉजी – सामग्री लंबाई का माप – स्टील टेप माप,
NOTIFICATION,NOTIF-00293,,657,पॉलीएथिलीन बुने हुए थैले,,,
NOTIFICATION,NOTIF-00856,,658,525.,IS 9755 : 2021,फर्टिलाइज़र पैकेजिंग के लिए टेक्सटाइल—हाई डेंसिटी पॉलीएथिलीन (HDPE)/पॉलीप्रोपलीन (PP) बुने हुए थैले,"104. फर्टिलाइज़र पैकेजिंग के लिए टेक्सटाइल—HDPE / PP बुने हुए थैले (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 5177(E), दिनांक 06 दिसम्बर 2023 फर्टिलाइज़र पैकेजिंग के लिए टेक्सटाइल—HDPE / PP बुने हुए थैले (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 S.O. 2180(E), दिनांक 04 जून 2024"
NOTIFICATION,NOTIF-00710,,659,526.,IS 11652 : 2017,टेक्सटाइल — उच्च घनत्व पॉलीथीन (HDPE)/पॉलीप्रोपलीन (PP) बुनाई वाले थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए,"105. टेक्सटाइल— उच्च घनत्व पॉलीथीन (HDPE) / पॉलीप्रोपलीन (PP) बुनाई वाले थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 5178(E), दिनांक 06 दिसंबर 2023 टेक्सटाइल — उच्च घनत्व पॉलीथीन (HDPE)/ पॉलीप्रोपलीन (PP) बुनाई वाले थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 S.O. 2181(E), दिनांक 04 जून 2024 टेक्सटाइल — उच्च घनत्व पॉलीथीन (HDPE) / पॉलीप्रोपलीन (PP) बुनाई वाले थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) दूसरा संशोधन आदेश, 2024 S.O. 3938(E), दिनांक 13 सितंबर 2024 टेक्सटाइल — उच्च घनत्व पॉलीथीन (HDPE)/ पॉलीप्रोपलीन (PP) बुनाई वाले थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) तीसरा संशोधन आदेश, 2024 S.O. 5261(E), दिनांक 06 दिसंबर 2024 टेक्सटाइल — उच्च घनत्व पॉलीथीन (HDPE) / पॉलीप्रोपलीन (PP) बुनाई वाले थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 S.O. 2551(E), दिनांक 11 जून 2025 टेक्सटाइल — उच्च घनत्व पॉलीथीन (HDPE) / पॉलीप्रोपलीन (PP) बुनाई वाले थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 S.O. 4066(E), दिनांक 04 सितंबर 2025 टेक्सटाइल — उच्च घनत्व पॉलीथीन (HDPE) / पॉलीप्रोपलीन (PP) बुनाई वाले थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2026 S.O. 51(E), दिनांक 05 जनवरी 2026"
NOTIFICATION,NOTIF-00712,,660,527.,IS 16709 : 2017,"टेक्सटाइल — पॉलीप्रोपलीन (PP) बुनाई, लेमिनेटेड, ब्लॉक बॉटम वाल्व थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए","106. टेक्सटाइल — पॉलीप्रोपलीन (PP) बुनाई, लेमिनेटेड, ब्लॉक बॉटम वाल्व थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 5179(E), दिनांक 06 दिसंबर 2023 टेक्सटाइल — पॉलीप्रोपलीन (PP) बुनाई, लेमिनेटेड, ब्लॉक बॉटम वाल्व थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 S.O. 2182(E), दिनांक 04 जून 2024 टेक्सटाइल — पॉलीप्रोपलीन (PP) बुनाई, लेमिनेटेड, ब्लॉक बॉटम वाल्व थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) दूसरा संशोधन आदेश, 2024 S.O. 3939(E), दिनांक 13 सितंबर 2024 टेक्सटाइल — पॉलीप्रोपलीन (PP) बुनाई, लेमिनेटेड, ब्लॉक बॉटम वाल्व थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) तीसरा संशोधन आदेश, 2024 S.O. 5262(E), दिनांक 06 दिसंबर 2024 टेक्सटाइल — पॉलीप्रोपलीन (PP) बुनाई, लेमिनेटेड, ब्लॉक बॉटम वाल्व थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 S.O. 2552(E), दिनांक 11 जून 2025 टेक्सटाइल — पॉलीप्रोपलीन (PP) बुनाई, लेमिनेटेड, ब्लॉक बॉटम वाल्व थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 S.O. 4067(E), दिनांक 04 सितंबर 2025 टेक्सटाइल — पॉलीप्रोपलीन (PP) बुनाई, लेमिनेटेड, ब्लॉक बॉटम वाल्व थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2026 S.O. 52(E), दिनांक 05 जनवरी 2026"
NOTIFICATION,NOTIF-00709,,661,528.,IS 16703 : 2017,टेक्सटाइल — उच्च घनत्व पॉलीथीन (HDPE)/पॉलीप्रोपलीन (PP) बुनाई वाले थैले 25 किग्रा पॉलीमर सामग्री की पैकेजिंग के लिए,"107. टेक्सटाइल — उच्च घनत्व पॉलीथीन (HDPE) / पॉलीप्रोपलीन (PP) बुनाई वाले थैले 25 किग्रा पॉलीमर सामग्री की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 5180(E), दिनांक 06 दिसंबर 2023"
NOTIFICATION,NOTIF-00711,,662,529.,IS 17399 : 2020,"टेक्सटाइल — पॉलीप्रोपलीन (PP)/उच्च घनत्व पॉलीथीन (HDPE) लेमिनेटेड बुनाई वाले थैले मेल सॉर्टिंग, भंडारण, परिवहन और वितरण के लिए","108. टेक्सटाइल — पॉलीप्रोपलीन (PP)/ उच्च घनत्व पॉलीथीन (HDPE) लेमिनेटेड बुनाई वाले थैले मेल सॉर्टिंग, भंडारण, परिवहन और वितरण के लिए (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 5181(E), दिनांक 06 दिसंबर 2023 टेक्सटाइल — पॉलीप्रोपलीन (PP)/ उच्च घनत्व पॉलीथीन (HDPE) लेमिनेटेड बुनाई वाले थैले मेल सॉर्टिंग, भंडारण, परिवहन और वितरण के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 S.O. 2183(E), दिनांक 04 जून 2024 टेक्सटाइल — पॉलीप्रोपलीन (PP)/ उच्च घनत्व पॉलीथीन (HDPE) लेमिनेटेड बुनाई वाले थैले मेल सॉर्टिंग, भंडारण, परिवहन और वितरण के लिए (गुणवत्ता नियंत्रण) दूसरा संशोधन आदेश, 2024 S.O. 3940(E), दिनांक 13 सितंबर 2024 टेक्सटाइल — पॉलीप्रोपलीन (PP) बुनाई, लेमिनेटेड, ब्लॉक बॉटम वाल्व थैले 50 किग्रा सीमेंट की पैकेजिंग के लिए (गुणवत्ता नियंत्रण) तीसरा संशोधन आदेश, 2024 S.O. 5263(E), दिनांक 06 दिसंबर 2024 टेक्सटाइल — पॉलीप्रोपलीन (PP)/ उच्च घनत्व पॉलीथीन (HDPE) लेमिनेटेड बुनाई वाले थैले मेल सॉर्टिंग, भंडारण, परिवहन और वितरण के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 S.O. 2553(E), दिनांक 11 जून 2025 टेक्सटाइल — पॉलीप्रोपलीन (PP)/ उच्च घनत्व पॉलीथीन (HDPE) लेमिनेटेड बुनाई वाले थैले मेल सॉर्टिंग, भंडारण, परिवहन और वितरण के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 S.O. 4068(E), दिनांक 04 सितंबर 2025 टेक्सटाइल — पॉलीप्रोपलीन (PP)/ उच्च घनत्व पॉलीथीन (HDPE) लेमिनेटेड बुनाई वाले थैले मेल सॉर्टिंग, भंडारण, परिवहन और वितरण के लिए (गुणवत्ता नियंत्रण) संशोधन आदेश, 2026 S.O. 53(E), दिनांक 05 जनवरी 2026"
NOTIFICATION,NOTIF-00294,,663,"तिजोरी, सेफ डिपॉज़िट लॉकर कैबिनेट और कुंजी ताले",,,
NOTIFICATION,NOTIF-00756,,664,530.,IS 550,तिजोरियाँ,"109. तिजोरी, सेफ डिपॉज़िट लॉकर कैबिनेट और कुंजी ताले (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 5293(E), दिनांक 08 दिसंबर 2023"
NOTIFICATION,NOTIF-01130,,665,531.,IS 5244 : 2020,सेफ डिपॉज़िट लॉकर कैबिनेट,
NOTIFICATION,NOTIF-01127,,666,532.,IS 17566 : 2021,सुरक्षा उपकरणों के लिए कुंजी ताले,
NOTIFICATION,NOTIF-00295,,667,हिंजेस (पिवट्स),,,
NOTIFICATION,NOTIF-01152,,668,533.,IS 12817:2020,स्टेनलेस स्टील बट हिंजेस,"110. हिंजेस (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 5294(E), दिनांक 08 दिसंबर 2023 हिंजेस (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 2982(E), दिनांक 26 जुलाई 2024 हिंजेस (गुणवत्ता नियंत्रण) आदेश, 2025 S.O. 1368(E), दिनांक 24 मार्च 2025"
NOTIFICATION,NOTIF-01146,,669,534.,IS 1341:2018,स्टील बट हिंजेस,
NOTIFICATION,NOTIF-00641,,670,535.,IS 205:1992,गैर-लौह धातु बट हिंजेस,
NOTIFICATION,NOTIF-00706,,671,536.,IS 206:2010,टी और स्ट्रैप हिंजेस,
NOTIFICATION,NOTIF-01065,,672,537.,IS 362:1991,संसदीय हिंजेस,
NOTIFICATION,NOTIF-00563,,673,538.,IS 3818:1992,कंटिन्युअस (पियानो) हिंजेस,
NOTIFICATION,NOTIF-01147,,674,539.,IS 3843:1995,स्टील बैक फ्लैप हिंजेस,
NOTIFICATION,NOTIF-00724,,675,540.,IS 453:1993,डबल-एक्टिंग स्प्रिंग हिंजेस,
NOTIFICATION,NOTIF-00599,,676,541.,IS 18297:2023,कैबिनेट हिंजेस,
NOTIFICATION,NOTIF-00296,,677,साइकिल और रिक्शा टायर और ट्यूब,,,
NOTIFICATION,NOTIF-01072,,678,542.,IS 2414:2005,साइकिल और रिक्शा के न्यूमेटिक टायर,"111. साइकिल और रिक्शा टायर और ट्यूब (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 5323(E), दिनांक 11 दिसंबर 2023"
NOTIFICATION,NOTIF-01074,,679,543.,IS 2415 :2015,साइकिल – रबर ट्यूब्स (मोल्डेड या जोड़ वाले),
NOTIFICATION,NOTIF-00297,,680,प्रेशर कुकर के लिए रबर गैस्केट्स,,,
NOTIFICATION,NOTIF-00847,,681,544.,IS 7466 :1994,प्रेशर कुकर के लिए रबर गैस्केट्स,"112. प्रेशर कुकर के लिए रबर गैस्केट्स (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 5371(E), दिनांक 14 दिसंबर 2023"
NOTIFICATION,NOTIF-00298,,682,प्रयोगशाला के कांच के बर्तन,,,
NOTIFICATION,NOTIF-00841,,683,545.,IS 878 :2008,प्रयोगशाला ग्लासवेयर – ग्रैजुएटेड माप सिलेंडर,"113. प्रयोगशाला ग्लासवेयर (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 44(E), दिनांक 1 जनवरी 2024 प्रयोगशाला ग्लासवेयर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 S.O. 5358(E), दिनांक 11 दिसंबर 2024"
NOTIFICATION,NOTIF-00842,,684,546.,IS 915:2012,प्रयोगशाला ग्लासवेयर – वन मार्क वॉल्यूमेट्रिक फ्लास्क,
NOTIFICATION,NOTIF-00843,,685,547.,IS 1381,प्रयोगशाला ग्लासवेयर – संकरे गले वाले बॉयलिंग फ्लास्क,
NOTIFICATION,NOTIF-00844,,686,548.,IS 1117:2018,प्रयोगशाला ग्लासवेयर – सिंगल वॉल्यूम पाइपेट्स,
NOTIFICATION,NOTIF-00568,,687,549.,IS 2619:2018,कांच के बीकर,
NOTIFICATION,NOTIF-00299,,688,विद्युत उपकरण और सहायक उपकरण,,,
NOTIFICATION,NOTIF-00653,,689,550.,IS 14772: 2020,घरेलू और इसी तरह की फिक्स्ड विद्युत इंस्टॉलेशन्स के लिए इलेक्ट्रिकल एक्सेसरीज के बॉक्स और एनक्लोजर,"विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 43(E), दिनांक 1 जनवरी 2024 विद्युत उपकरण (गुणवत्ता नियंत्रण) संशोधन, 2026 S.O. 187(E), दिनांक 13 जनवरी 2026"
NOTIFICATION,NOTIF-01011,,690,551.,IS 14927,विद्युत इंस्टॉलेशन्स के लिए केबल ट्रंकिंग और डक्टिंग सिस्टम – दीवार या छत पर माउंटिंग के लिए,
NOTIFICATION,NOTIF-00913,,691,552.,IS 1258: 2005,बेयोनट लैंप होल्डर्स,
NOTIFICATION,NOTIF-01168,,692,553.,IS 15787: 2008,स्विच-सॉकेट-आउटलेट्स (नॉन-इंटरलॉक प्रकार),
NOTIFICATION,NOTIF-00490,,693,554.,IS 13774:2021,इन्सुलेटिंग मटेरियल के लाइव वर्किंग ग्लव्स,
NOTIFICATION,NOTIF-01013,,694,555.,IS 15652:2006,विद्युत उद्देश्यों के लिए इंसुलेटिंग मैट्स,
NOTIFICATION,NOTIF-01014,,695,,IS 7809,विद्युत उद्देश्यों के लिए प्रेशर सेंसिटिव एडीसिव इंसुलेटिंग टेप – भाग 3 आवश्यकताएं या व्यक्तिगत सामग्री – सेक्शन 1 प्लास्टिसाइज्ड पॉलीविनाइल क्लोराइड टेप्स गैर-थर्मोसेटिंग चिपकने वाले के साथ,
NOTIFICATION,NOTIF-00821,,696,556.,IS 16012: 2012,पॉली-लेमिनेटेड एल्युमिनियम केबल रैप,
NOTIFICATION,NOTIF-00300,,697,पॉली विनाइल क्लोराइड (PVC) होमोपॉलिमर,,,
NOTIFICATION,NOTIF-00823,,698,,IS 17658:2021,पॉली विनाइल क्लोराइड (PVC) होमोपॉलिमर,"पॉली विनाइल क्लोराइड (PVC) होमोपॉलिमर (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 920(E), दिनांक 26 फरवरी 2024 पॉली विनाइल क्लोराइड (PVC) होमोपॉलिमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 S.O. 3595(E), दिनांक 23 अगस्त 2024 पॉली विनाइल क्लोराइड (PVC) होमोपॉलिमर (गुणवत्ता नियंत्रण) तीसरा संशोधन आदेश, 2024 S.O. 5552(E), दिनांक 24 दिसंबर 2024 पॉली विनाइल क्लोराइड (PVC) होमोपॉलिमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 S.O. 2746(E), दिनांक 20 जून 2025 पॉली विनाइल क्लोराइड (PVC) होमोपॉलिमर (गुणवत्ता नियंत्रण) आदेश, 2024 रद्द आदेश S.O. 5139(E), दिनांक 12 नवंबर 2025"
NOTIFICATION,NOTIF-00301,,699,पॉलीप्रोपलीन (PP) मटेरियल्स फॉर मोल्डिंग एंड एक्सट्रूज़न,,,
NOTIFICATION,NOTIF-00826,,700,,IS 10951: 2020,पॉलीप्रोपलीन (PP) मटेरियल्स फॉर मोल्डिंग एंड एक्सट्रूज़न,"पॉलीप्रोपलीन (PP) मटेरियल्स फॉर मोल्डिंग एंड एक्सट्रूज़न (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 921(E), दिनांक 26 फरवरी 2024 पॉलीप्रोपलीन (PP) मटेरियल्स फॉर मोल्डिंग एंड एक्सट्रूज़न (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 S.O. 3594(E), दिनांक 23 अगस्त 2024 पॉलीप्रोपलीन (PP) मटेरियल्स फॉर मोल्डिंग एंड एक्सट्रूज़न (गुणवत्ता नियंत्रण) तीसरा संशोधन आदेश, 2024 S.O. 5553(E), दिनांक 24 दिसंबर 2024 पॉलीप्रोपलीन (PP) मटेरियल्स फॉर मोल्डिंग एंड एक्सट्रूज़न (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 S.O. 2788(E), दिनांक 23 जून 2025 पॉलीप्रोपलीन (PP) मटेरियल्स फॉर मोल्डिंग एंड एक्सट्रूज़न (गुणवत्ता नियंत्रण) दूसरा संशोधन आदेश, 2025 S.O. 4779(E), दिनांक 22 अक्टूबर 2025 पॉलीप्रोपलीन (PP) मटेरियल्स फॉर मोल्डिंग एंड एक्सट्रूज़न (गुणवत्ता नियंत्रण) आदेश, 2024 रद्द आदेश S.O. 5138(E), दिनांक 12 नवंबर 2025"
NOTIFICATION,NOTIF-00302,,701,डीज़ल इंजन – NOx रिडक्शन एजेंट AUS 32,,,
NOTIFICATION,NOTIF-00728,,702,557.,IS 17042,डीज़ल इंजन – NOx रिडक्शन एजेंट AUS 32,"114. डीज़ल इंजन – NOx रिडक्शन एजेंट AUS 32 (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 922(E), दिनांक 26 फरवरी 2024"
NOTIFICATION,NOTIF-00303,,703,एयर कूलर और एयर फ़िल्टर,,,
NOTIFICATION,NOTIF-01005,,704,558.,IS 3315:2019,वाष्पीकरण एयर कूलर (डेज़र्ट कूलर),"115. एयर कूलर और एयर फ़िल्टर (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 1114(E), दिनांक 05 मार्च 2024 एयर कूलर और एयर फ़िल्टर (गुणवत्ता नियंत्रण) आदेश, 2025 S.O. 529(E), दिनांक 30 जनवरी 2025"
NOTIFICATION,NOTIF-01110,,705,559.,IS 17570,सामान्य वेंटिलेशन के लिए एयर फ़िल्टर – तकनीकी विनिर्देश और पार्टिकुलेट मैटर एफिशियेंसी (ePM) के आधार पर वर्गीकरण प्रणाली,
NOTIFICATION,NOTIF-00304,,706,विद्युत उपकरण,,,
NOTIFICATION,NOTIF-00663,,707,560.,IS 302,"घरेलू और समान विद्युत उपकरणों की सुरक्षा – विशेष आवश्यकताएँ – टोस्टर, ग्रिल, रोस्टर और समान उपकरण","116. रसोई के लिए विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 1128(E), दिनांक 05 मार्च 2024"
NOTIFICATION,NOTIF-00666,,708,561.,IS 302,घरेलू और समान विद्युत उपकरणों की सुरक्षा – विशेष आवश्यकताएँ – रेंज हुड,
NOTIFICATION,NOTIF-00664,,709,562.,IS 302,घरेलू और समान विद्युत उपकरणों की सुरक्षा – विशेष आवश्यकताएँ – त्वचा या बालों की देखभाल के उपकरण,"117. त्वचा या बालों की देखभाल के विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 1125(E), दिनांक 05 मार्च 2024"
NOTIFICATION,NOTIF-00665,,710,563.,IS 302,घरेलू और समान विद्युत उपकरणों की सुरक्षा – विशेष आवश्यकताएँ – पंखे,"118. विद्युत उपकरण पंखे (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 1124(E), दिनांक 05 मार्च 2024"
NOTIFICATION,NOTIF-00667,,711,564.,IS 302,घरेलू और समान विद्युत उपकरणों की सुरक्षा – विशेष आवश्यकताएँ – वाणिज्यिक डिस्पेंसिंग उपकरण और वेंडिंग मशीनें,"119. वाणिज्यिक डिस्पेंसिंग और वेंडिंग के लिए विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 1127(E), दिनांक 05 मार्च 2024 वाणिज्यिक डिस्पेंसिंग और वेंडिंग के लिए विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 4568(E), दिनांक 18 अक्टूबर 2024 वाणिज्यिक डिस्पेंसिंग और वेंडिंग के लिए विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2025 S.O. 2283(E), दिनांक 21 मई 2025"
NOTIFICATION,NOTIF-00662,,712,565.,IS 302,घरेलू और समान विद्युत उपकरणों की सुरक्षा – विशेष आवश्यकताएँ – घरेलू कपड़े धोने की मशीनें,"120. घरेलू कपड़े धोने के विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 1126(E), दिनांक 05 मार्च 2024 घरेलू कपड़े धोने के विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 4815(E), दिनांक 05 नवंबर 2024"
NOTIFICATION,NOTIF-00306,,713,एस्बेस्टस या फाइबर सीमेंट आधारित उत्पाद,,,
NOTIFICATION,NOTIF-00757,,714,566.,IS 459:1992,तिरछे और अर्ध-तिरछे एस्बेस्टस सीमेंट शीट्स,"121. एस्बेस्टस या फाइबर सीमेंट आधारित उत्पाद (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 1152(E), दिनांक 06 मार्च 2024"
NOTIFICATION,NOTIF-00539,,715,567.,IS 1592:2003,एस्बेस्टस सीमेंट प्रेशर पाइप और जोड़,
NOTIFICATION,NOTIF-00541,,716,568.,IS 2096:1992,एस्बेस्टस सीमेंट फ्लैट शीट्स,
NOTIFICATION,NOTIF-00542,,717,569.,IS 2098:1997,एस्बेस्टस सीमेंट बिल्डिंग बोर्ड्स,
NOTIFICATION,NOTIF-01122,,718,570.,IS 6908:1991,सीवेज और ड्रेनेज के लिए एस्बेस्टस-सीमेंट पाइप और फिटिंग्स,
NOTIFICATION,NOTIF-01118,,719,571.,IS 13000:1990,सिलिका-एस्बेस्टस-सीमेंट फ्लैट शीट्स,
NOTIFICATION,NOTIF-00538,,720,572.,IS 8870:1978,एस्बेस्टस सीमेंट केबल नालियां और ट्रॉफ़,
NOTIFICATION,NOTIF-00540,,721,573.,IS 9627:1980,एस्बेस्टस सीमेंट प्रेशर पाइप (हल्का कार्य),
NOTIFICATION,NOTIF-01049,,722,574.,IS 13008:1990,शैलो तिरछी एस्बेस्टस सीमेंट शीट्स,
NOTIFICATION,NOTIF-00862,,723,575.,IS 14862:2000,फाइबर सीमेंट फ्लैट शीट्स,
NOTIFICATION,NOTIF-00861,,724,576.,IS 14871:2000,फाइबर रिइन्फोर्स्ड सीमेंट उत्पाद – लंबी तिरछी या असममित खंड शीट्स और छत/क्लैडिंग फिटिंग्स,
NOTIFICATION,NOTIF-00307,,725,जल मीटर और सहायक उपकरण,,,
NOTIFICATION,NOTIF-00684,,726,577.,IS 2373:1981,जल मीटर (थोक प्रकार),"122. जल मीटर और सहायक उपकरण (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 1142(E), दिनांक 05 मार्च 2024"
NOTIFICATION,NOTIF-00683,,727,578.,IS 779:1994,जल मीटर (घरेलू प्रकार),
NOTIFICATION,NOTIF-00685,,728,579.,IS 2692:1989,जल सेवाओं के लिए फेरुल्स,
NOTIFICATION,NOTIF-00308,,729,जिप्सम आधारित निर्माण सामग्री,,,
NOTIFICATION,NOTIF-00696,,730,580.,IS 2095,"जिप्सम प्लास्टर बोर्ड – विनिर्देश: भाग 1, सामान्य जिप्सम प्लास्टर बोर्ड","123. जिप्सम आधारित निर्माण सामग्री (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 1153(E), दिनांक 06 मार्च 2024 जिप्सम आधारित निर्माण सामग्री (गुणवत्ता नियंत्रण) आदेश, 2024 का सुधारपत्र S.O. 2007(E), दिनांक 14 मई 2024 जिप्सम आधारित निर्माण सामग्री (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 S.O. 5058(E), दिनांक 25 नवंबर 2024"
NOTIFICATION,NOTIF-00646,,731,581.,IS 17400:2021,ग्लास फाइबर रिइन्फोर्स्ड जिप्सम पैनल,
NOTIFICATION,NOTIF-00695,,732,582.,IS 2095,जिप्सम प्लास्टर बोर्ड – लेपित/लैमिनेटेड जिप्सम प्लास्टर बोर्ड,
NOTIFICATION,NOTIF-00694,,733,583.,IS 2095,जिप्सम प्लास्टर बोर्ड – रिइन्फोर्स्ड जिप्सम प्लास्टर बोर्ड और छत टाइल्स,
NOTIFICATION,NOTIF-00309,,734,घरेलू जल हीटिंग के लिए विद्युत उपकरण,,,
NOTIFICATION,NOTIF-01160,,735,584.,IS 302,स्थिर भंडारण प्रकार के विद्युत जल हीटर के उपकरण,"124. घरेलू जल हीटिंग के लिए विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2023 S.O. 1253(E), दिनांक 05 मार्च 2024 घरेलू जल हीटिंग के लिए विद्युत उपकरण (गुणवत्ता नियंत्रण) आदेश, 2025 S.O. 355(E), दिनांक 21 जनवरी 2025"
NOTIFICATION,NOTIF-00745,,736,585.,IS 302,तत्काल जल हीटर के लिए उपकरण,
NOTIFICATION,NOTIF-01012,,737,586.,IS 368:2014,विद्युत इमर्शन जल हीटर,
NOTIFICATION,NOTIF-01159,,738,587.,IS 2082:2018,स्थिर भंडारण प्रकार के विद्युत जल हीटर,
NOTIFICATION,NOTIF-00782,,739,588.,IS 17150:2019,पाइप किए गए प्राकृतिक गैस (PNG) के लिए मिनी घरेलू जल हीटर,
NOTIFICATION,NOTIF-00310,,740,V-बेल्ट,,,
NOTIFICATION,NOTIF-01035,,741,589.,IS 2494,वी-बेल्ट – औद्योगिक प्रयोजनों के लिए अंतहीन V-बेल्ट – सामान्य प्रयोजन,"125. V-बेल्ट (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 1252(E), दिनांक 06 मार्च 2024 V-बेल्ट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 S.O. 4880(E), दिनांक 12 नवंबर 2024"
NOTIFICATION,NOTIF-01034,,742,590.,IS 2494,वी-बेल्ट – औद्योगिक प्रयोजनों के लिए अंतहीन V-बेल्ट – अग्निरोधक और एंटिस्टैटिक V-बेल्ट,
NOTIFICATION,NOTIF-01053,,743,591.,IS 14261: 1995,संक्रमण उपकरण – V-बेल्ट – औद्योगिक उपयोग के लिए अंतहीन संकीर्ण V-बेल्ट,
NOTIFICATION,NOTIF-00311,,744,टेलीस्कोपिक बॉल बेयरिंग ड्रॉअर स्लाइड,,,
NOTIFICATION,NOTIF-00717,,745,592.,IS 17954:2023,टेलीस्कोपिक बॉल बेयरिंग ड्रॉअर स्लाइड,"126. टेलीस्कोपिक बॉल बेयरिंग ड्रॉअर स्लाइड (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 1962(E), दिनांक 02 मई 2024"
NOTIFICATION,NOTIF-00312,,746,क्रॉस रेस्सेड स्क्रू,,,
NOTIFICATION,NOTIF-00871,,747,593.,IS 18471,फास्टनर्स – क्रॉस रेस्सेड ड्रिलिंग स्क्रू विथ टैपिंग स्क्रू थ्रेड भाग 1 पैन हेड,"127. क्रॉस रेस्सेड स्क्रू (गुणवत्ता नियंत्रण) आदेश, 2024 S.O. 4099(E), दिनांक 20 सितंबर 2024 क्रॉस रेस्सेड स्क्रू (गुणवत्ता नियंत्रण) आदेश, 2025 S.O. 3927(E), दिनांक 27 अगस्त 2025"
NOTIFICATION,NOTIF-00872,,748,594.,IS 18471,फास्टनर्स – क्रॉस रेस्सेड ड्रिलिंग स्क्रू विथ टैपिंग स्क्रू थ्रेड भाग 2 काउंटरसंक हेड,
