canonical_entity,canonical_entity_id,source_sheet,source_row,source_record_id,related_is_text,notification_title,title_vernacular
NOTIFICATION,NOTIF-00825,,293,,IS 14434:1998,पॉलीकार्बोनेट,"पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2021 (एस.ओ. 3930(ई), दिनांक 13.09.2021) पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2022 (विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 10/03/2022) पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2022 (विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 02 सितम्बर 2022) पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1122(ई), दिनांक 09/03/2023) पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 1109(ई), दिनांक 06 मार्च 2024 पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 3953(ई), दिनांक 17 सितम्बर 2024 पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 1128(ई), दिनांक 11 मार्च 2025 पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 4176(ई), दिनांक 16 सितम्बर 2025 पॉलीकार्बोनेट (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त किया गया एस.ओ. 5142(ई), दिनांक 12 नवम्बर 2025"
NOTIFICATION,NOTIF-00828,,294,,IS 17397,पॉलीयूरीथेन,"पॉलीयूरीथेन (गुणवत्ता नियंत्रण) आदेश, 2021 (एस.ओ. 3931(ई), दिनांक 13.09.2021) पॉलीयूरीथेन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 07/01/2022) पॉलीयूरीथेन (गुणवत्ता नियंत्रण) आदेश, 2022 (विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 23/03/2022) पॉलीयूरीथेन (गुणवत्ता नियंत्रण) तृतीय संशोधन आदेश, 2022 (विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 02 सितम्बर 2022) पॉलीयूरीथेन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1238(ई), दिनांक 15/03/2023) पॉलीयूरीथेन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 1112(ई), दिनांक 06 मार्च 2024 पॉलीयूरीथेन (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 4172(ई), दिनांक 23 सितम्बर 2024 पॉलीयूरीथेन (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 1253(ई), दिनांक 19 मार्च 2025 पॉलीयूरीथेन (गुणवत्ता नियंत्रण) आदेश, 2021 को निरस्त किया गया एस.ओ. 5141(ई), दिनांक 12 नवम्बर 2025"
NOTIFICATION,NOTIF-01024,,295,,IS 17442:2020,विनाइल क्लोराइड मोनोमर,"विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2020 (एस.ओ. 3932(ई), दिनांक 13.09.2021) विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2021 (संशोधन आदेश, दिनांक 25/02/2022) विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2022 (विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 10/03/2022) विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) तृतीय संशोधन आदेश, 2022 (विभिन्न पेट्रोकेमिकल्स हेतु संशोधन आदेश, दिनांक 02 सितम्बर 2022) विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1123(ई), दिनांक 09/03/2023) विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 1110(ई), दिनांक 06 मार्च 2024 विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 3937(ई), दिनांक 13 सितम्बर 2024 विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 1127(ई), दिनांक 11 मार्च 2025 विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 4175(ई), दिनांक 16 सितम्बर 2025 विनाइल क्लोराइड मोनोमर (गुणवत्ता नियंत्रण) आदेश, 2020 को निरस्त किया गया एस.ओ. 5532(ई), दिनांक 01 दिसम्बर 2025"
NOTIFICATION,NOTIF-00001,,296,246.,IS 17450 : 2020,"1,3 फिनाइलीनडायमीन","40. 1,3 फिनाइलीनडायमीन (गुणवत्ता नियंत्रण) आदेश, 2022 (एस.ओ. 1960(ई), दिनांक 27/04/2022)"
NOTIFICATION,NOTIF-00997,,297,,IS 10931 : 1984,लॉरिक अम्ल,"लॉरिक अम्ल (गुणवत्ता नियंत्रण) आदेश, 2022 (एस.ओ. 1961(ई), दिनांक 27/04/2022) लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022) लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1864(ई), दिनांक 24/04/2023) लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 4608(ई), दिनांक 19 अक्टूबर 2023) लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 1136(ई), दिनांक 07 मार्च 2024 लॉरिक अम्ल (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 4611(ई), दिनांक 22 अक्टूबर 2024 लॉरिक अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 1870(ई), दिनांक 25 अप्रैल 2025 लॉरिक अम्ल (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया एस.ओ. 4780(ई), दिनांक 22 अक्टूबर 2025"
NOTIFICATION,NOTIF-00481,,298,,IS 12029 : 1986,अम्ल तेल,"अम्ल तेल (गुणवत्ता नियंत्रण) आदेश, 2022 (एस.ओ. 1961(ई), दिनांक 27/04/2022) अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022) अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1865(ई), दिनांक 24/04/2023) अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 4609(ई), दिनांक 19 अक्टूबर 2023) अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 1137(ई), दिनांक 07 मार्च 2024 अम्ल तेल (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 4612(ई), दिनांक 22 अक्टूबर 2024 अम्ल तेल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 1871(ई), दिनांक 25 अप्रैल 2025 अम्ल तेल (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया एस.ओ. 4781(ई), दिनांक 22 अक्टूबर 2025"
NOTIFICATION,NOTIF-00792,,299,,IS 12067 : 1987,पाम फैटी अम्ल,"पाम फैटी अम्ल (गुणवत्ता नियंत्रण) आदेश, 2022 (एस.ओ. 1961(ई), दिनांक 27/04/2022) पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022) पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1866(ई), दिनांक 24/04/2023) पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 4610(ई), दिनांक 19 अक्टूबर 2023) पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 1138(ई), दिनांक 07 मार्च 2024 पाम फैटी अम्ल (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 4613(ई), दिनांक 22 अक्टूबर 2024 पाम फैटी अम्ल (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 1872(ई), दिनांक 25 अप्रैल 2025 पाम फैटी अम्ल (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया एस.ओ. 4782(ई), दिनांक 22 अक्टूबर 2025"
NOTIFICATION,NOTIF-00961,,300,,IS 12068 :1987,राइस ब्रान फैटी एसिड,"राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022 (एस.ओ. 1961(ई), दिनांक 27/04/2022) राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022) राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1867(ई), दिनांक 24/04/2023) राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 4611(ई), 19 अक्टूबर 2023) राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 1139(ई), दिनांक 07 मार्च 2024 राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 4614(ई), दिनांक 22 अक्टूबर 2024 राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 1873(ई), दिनांक 25 अप्रैल 2025 राइस ब्रान फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया एस.ओ. 4783(ई), दिनांक 22 अक्टूबर 2025"
NOTIFICATION,NOTIF-00772,,301,,IS 12069 : 1987,नारियल फैटी एसिड,"नारियल फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022 (एस.ओ. 1961(ई), दिनांक 27/04/2022) नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (विभिन्न रसायनों हेतु संशोधन आदेश, दिनांक 21 अक्टूबर 2022) नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1868(ई), दिनांक 24/04/2023) नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 4612(ई), 19 अक्टूबर 2023) नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 1140(ई), दिनांक 07 मार्च 2024 नारियल फैटी एसिड (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2024 एस.ओ. 4615(ई), दिनांक 22 अक्टूबर 2024 नारियल फैटी एसिड (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 1874(ई), दिनांक 25 अप्रैल 2025 नारियल फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022 को निरस्त किया गया एस.ओ. 4784(ई), दिनांक 22 अक्टूबर 2025"
NOTIFICATION,NOTIF-00957,,302,247.,IS 12124 : 1987,रबरसीड फैटी एसिड,"41. रबरसीड फैटी एसिड (गुणवत्ता नियंत्रण) आदेश, 2022 (एस.ओ. 1961(ई), दिनांक 27/04/2022)"
NOTIFICATION,NOTIF-00223,,303,रसोई उपकरण,,,
NOTIFICATION,NOTIF-01173,,304,248.,IS 302,हाथ से चलने वाला ब्लेंडर,"42. भारतीय मानक ब्यूरो रसोई उपकरण (गुणवत्ता नियंत्रण) आदेश, 2018 एस.ओ. 5243(ई), दिनांक 10 अक्टूबर 2018"
NOTIFICATION,NOTIF-00672,,305,249.,IS 4250,घरेलू विद्युत फूड मिक्सर (लिक्विडाइज़र एवं ग्राइंडर) तथा सेंट्रीफ्यूगल जूसर,
NOTIFICATION,NOTIF-00224,,306,एलपीजी के साथ उपयोग हेतु घरेलू जल हीटर,,,
NOTIFICATION,NOTIF-00770,,307,250.,IS 15558,द्रवीकृत पेट्रोलियम गैस के साथ उपयोग हेतु तात्कालिक घरेलू जल हीटर,"43. भारतीय मानक ब्यूरो द्वारा द्रवीकृत पेट्रोलियम गैस के साथ उपयोग हेतु घरेलू जल हीटर (गुणवत्ता नियंत्रण) आदेश, 2018 एस.ओ. 5244(ई), दिनांक 10 अक्टूबर 2018"
NOTIFICATION,NOTIF-00225,,308,"एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण",,,
NOTIFICATION,NOTIF-00970,,309,251.,IS 1391,रूम एयर कंडीशनर — विनिर्देशन भाग 1: यूनिटरी एयर कंडीशनर,"44. एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) आदेश, 2019 एस.ओ. 4354(ई), दिनांक 05 दिसंबर 2019 एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020 (एस.ओ. 1518(ई), दिनांक 18 मई 2020) एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020 एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021 एस.ओ. 5095(ई), दिनांक 08 दिसंबर 2021 एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (एस.ओ. 5972(ई), दिनांक 21/12/2022) एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 32(ई), दिनांक 29 दिसंबर 2023) एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025 एस.ओ. 695(ई), दिनांक 11 फरवरी 2025 एयर कंडीशनर एवं उससे संबंधित भाग, हर्मेटिक कंप्रेसर तथा तापमान संवेदन नियंत्रण (गुणवत्ता नियंत्रण) संशोधन आदेश, 2025"
NOTIFICATION,NOTIF-00971,,310,252.,IS 1391,रूम एयर कंडीशनर — विनिर्देशन भाग 2: स्प्लिट एयर कंडीशनर,
NOTIFICATION,NOTIF-00723,,311,253.,IS 8148:2018,डक्टेड एवं पैकेज एयर कंडीशनर,
NOTIFICATION,NOTIF-00969,,312,254.,IS 11329:2018,रूम एयर कंडीशनर हेतु फिन्ड प्रकार का हीट एक्सचेंजर,
NOTIFICATION,NOTIF-01170,,313,255.,IS 10617:2018,हर्मेटिक कंप्रेसर हर्मेटिक कंप्रेसर — विनिर्देशन,
NOTIFICATION,NOTIF-00226,,314,प्लग एवं सॉकेट-आउटलेट तथा सक्रिय ऊर्जा हेतु प्रत्यावर्ती धारा प्रत्यक्ष-संयोजित स्थिर प्रीपेमेंट मीटर,,,
NOTIFICATION,NOTIF-00974,,315,256.,IS 1293 : 2005,रेटेड वोल्टेज 250 वोल्ट तक तथा रेटेड धारा 16 एम्पीयर तक के प्लग एवं सॉकेट-आउटलेट,"प्लग एवं सॉकेट-आउटलेट तथा सक्रिय ऊर्जा हेतु प्रत्यावर्ती धारा प्रत्यक्ष-संयोजित स्थिर प्रीपेमेंट मीटर (गुणवत्ता नियंत्रण) आदेश, 2019 एस.ओ. 4353(ई), दिनांक 04 दिसंबर 2019 प्लग एवं सॉकेट-आउटलेट तथा सक्रिय ऊर्जा हेतु प्रत्यावर्ती धारा प्रत्यक्ष-संयोजित स्थिर प्रीपेमेंट मीटर (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020 (एस.ओ. 1517(ई), दिनांक 18 मई 2020) 45. प्लग एवं सॉकेट-आउटलेट तथा ए.सी. प्रत्यक्ष-संयोजित स्थिर प्रीपेमेंट मीटर (सक्रिय ऊर्जा) (गुणवत्ता नियंत्रण) आदेश, 2021 द्वारा प्रतिस्थापित"
NOTIFICATION,NOTIF-01066,,316,257.,IS 15884:2010,सक्रिय ऊर्जा के लिए प्रत्यावर्ती धारा प्रत्यक्ष रूप से जुड़े स्थैतिक प्रीपेमेंट मीटर (क्लास 1 और 2),
NOTIFICATION,NOTIF-00227,,317,तरलीकृत पेट्रोलियम गैस के उपयोग हेतु घरेलू गैस चूल्हे,,,
NOTIFICATION,NOTIF-00749,,318,258.,IS 4246: 2002,तरलीकृत पेट्रोलियम गैस के उपयोग हेतु घरेलू गैस चूल्हे,"46. तरलीकृत पेट्रोलियम गैस के उपयोग हेतु घरेलू गैस चूल्हे (गुणवत्ता नियंत्रण) आदेश, 2019 अधिसूचना सं. S.O. 4345(E) दिनांक 03 दिसंबर, 2019"
NOTIFICATION,NOTIF-00228,,319,पारदर्शी फ्लोट ग्लास,,,
NOTIFICATION,NOTIF-00793,,320,259.,IS 14900: 2018,पारदर्शी फ्लोट ग्लास,"पारदर्शी फ्लोट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2019 (अधिसूचना सं. S.O. 03 (E) दिनांक 31/12/2019) पारदर्शी फ्लोट ग्लास (गुणवत्ता नियंत्रण) (संशोधन) आदेश, 2020 (अधिसूचना सं. S.O. 2016(E) दिनांक 23/06/2020) 47. पारदर्शी फ्लोट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2021 द्वारा प्रतिस्थापित (अधिसूचना सं. S.O. 1928 (E) दिनांक 17.05.2021)"
NOTIFICATION,NOTIF-00229,,321,घरेलू प्रेशर कुकर,,,
NOTIFICATION,NOTIF-00670,,322,260.,IS 2347:2017,घरेलू प्रेशर कुकर,"48. घरेलू प्रेशर कुकर (गुणवत्ता नियंत्रण) आदेश, 2020 (अधिसूचना सं. S.O. 294 (E) दिनांक 21/01/2020) घरेलू प्रेशर कुकर (गुणवत्ता नियंत्रण) (संशोधन) आदेश, 2020 (अधिसूचना सं. S.O. 2019(E) दिनांक 23/06/2020)"
NOTIFICATION,NOTIF-00230,,323,केबल्स,,,
NOTIFICATION,NOTIF-00005,,324,261.,IS 1554,1100 वोल्ट तक एवं सहित कार्यरत वोल्टेज हेतु पीवीसी इंसुलेटेड (हेवी ड्यूटी) विद्युत केबलों का विनिर्देशन – भाग 1,"49. केबल्स (गुणवत्ता नियंत्रण) आदेश, 2020 (अधिसूचना सं. S.O. 294 (E) दिनांक 21/01/2020)"
NOTIFICATION,NOTIF-00799,,325,262.,IS 1554,"पीवीसी इंसुलेटेड (हेवी ड्यूटी) विद्युत केबलों का विनिर्देशन – भाग 2, 3.3 केवी से 11 केवी तक एवं सहित कार्य वोल्टेज हेतु",
NOTIFICATION,NOTIF-00622,,326,263.,IS 7098,"क्रॉस-लिंक्ड पॉलीइथिलीन इंसुलेटेड पीवीसी शीथ्ड केबलों का विनिर्देशन – भाग 1, 1100 वोल्ट तक एवं सहित कार्य वोल्टेज हेतु",
NOTIFICATION,NOTIF-00621,,327,264.,IS 7098,"क्रॉस-लिंक्ड पॉलीइथिलीन इंसुलेटेड थर्मोप्लास्टिक शीथ्ड केबल – विनिर्देशन भाग 2, 3.3 केवी से 33 केवी तक एवं सहित कार्य वोल्टेज हेतु",
NOTIFICATION,NOTIF-00620,,328,265.,IS 7098,"क्रॉस-लिंक्ड पॉलीइथिलीन इंसुलेटेड थर्मोप्लास्टिक शीथ्ड केबल – भाग 3, 66 केवी से 220 केवी तक एवं सहित कार्य वोल्टेज हेतु",
NOTIFICATION,NOTIF-00528,,329,266.,IS 14255 : 1995,एरियल बंच्ड केबल – 1100 वोल्ट तक एवं सहित कार्य वोल्टेज हेतु – विनिर्देशन,
NOTIFICATION,NOTIF-00491,,330,267.,IS 9968,"इलास्टोमर इंसुलेटेड केबलों का विनिर्देशन – भाग 2, 3.3 केवी से 33 केवी तक एवं सहित कार्य वोल्टेज हेतु",
NOTIFICATION,NOTIF-00762,,331,268.,IS 8784 : 1987,थर्मोकपल प्रतिपूरक केबलों का विनिर्देशन,
NOTIFICATION,NOTIF-01038,,332,269.,IS 9857 : 1990,वेल्डिंग केबल – विनिर्देशन,
NOTIFICATION,NOTIF-00632,,333,270.,IS 14494 : 2019,खानों में उपयोग हेतु इलास्टोमर इंसुलेटेड लचीले केबल – विनिर्देशन,
NOTIFICATION,NOTIF-00624,,334,271.,IS 2593 : 1984,खनिकों की कैप-लैंप हेतु लचीले केबलों का विनिर्देशन,
NOTIFICATION,NOTIF-01050,,335,272.,IS 5950 : 1984,शॉट फायरिंग केबलों का विनिर्देशन (शाफ्ट्स के अतिरिक्त उपयोग हेतु),
NOTIFICATION,NOTIF-01177,,336,273.,IS 17048 : 2018,हैलोजन मुक्त अग्नि प्रतिरोधी (HFFR) केबल – 1100 वोल्ट तक एवं सहित कार्य वोल्टेज हेतु – विनिर्देशन,
NOTIFICATION,NOTIF-00231,,337,तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़,,,
NOTIFICATION,NOTIF-00747,,338,274.,IS 9573,तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़ – विनिर्देशन भाग 1 (औद्योगिक उपयोग),"50. तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़ (गुणवत्ता नियंत्रण) आदेश, 2020 (अधिसूचना सं. S.O. 478(E) दिनांक 28 जनवरी 2020)"
NOTIFICATION,NOTIF-00748,,339,275.,IS 9573,तरलीकृत पेट्रोलियम गैस (एलपीजी) हेतु रबर होज़ – विनिर्देशन भाग 2 (घरेलू एवं वाणिज्यिक उपयोग),
NOTIFICATION,NOTIF-00233,,340,एल्युमिनियम फॉयल,,,
NOTIFICATION,NOTIF-00629,,341,276.,IS 15392,खाद्य पैकेजिंग हेतु एल्युमिनियम एवं एल्युमिनियम मिश्र धातु की नंगी फॉयल,"51. एल्युमिनियम फॉयल (गुणवत्ता नियंत्रण) आदेश, 2020 (अधिसूचना सं. S.O. 687(E) दिनांक 13/02/2020)"
NOTIFICATION,NOTIF-00234,,342,गैर-विद्युत खिलौने,,,
NOTIFICATION,NOTIF-00637,,343,277.,IS 9873,खिलौनों की सुरक्षा – भाग 1: यांत्रिक एवं भौतिक गुणों से संबंधित सुरक्षा पहलू,"52. खिलौने (गुणवत्ता नियंत्रण) आदेश, 2020 (अधिसूचना सं. S.O. 853(E) दिनांक 25 फरवरी 2020) खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020 खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020 खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020 खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020 खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 अधिसूचना सं. S.O. 4277(E), दिनांक 01 अक्टूबर 2024"
NOTIFICATION,NOTIF-00633,,344,,आईएस 9873 (भाग 2) : 2017,खिलौनों की सुरक्षा भाग 2 ज्वलनशीलता।,
NOTIFICATION,NOTIF-00638,,345,,आईएस 9873 (भाग 3) : 2017,खिलौनों के लिए सुरक्षा आवश्यकताएँ भाग 3 कुछ तत्वों का प्रवासन।,
NOTIFICATION,NOTIF-00634,,346,,आईएस 9873 (भाग 4) : 2017,"खिलौनों की सुरक्षा भाग 4 झूले, स्लाइड तथा समान गतिविधि वाले खिलौने, जो घरेलू उपयोग हेतु इनडोर एवं आउटडोर उपयोग के लिए हैं।",
NOTIFICATION,NOTIF-00635,,347,,आईएस 9873 (भाग 7) : 2017,खिलौनों की सुरक्षा भाग 7 फिंगर पेंट्स के लिए आवश्यकताएँ एवं परीक्षण विधियाँ।,
NOTIFICATION,NOTIF-00636,,348,,आईएस 9873 (भाग 9) : 2017,खिलौनों की सुरक्षा भाग 9 खिलौनों एवं बच्चों के उत्पादों में कुछ फ्थेलेट एस्टर।,
NOTIFICATION,NOTIF-00235,,349,विद्युत खिलौने,,,
NOTIFICATION,NOTIF-01015,,350,278.,आईएस 15644 : 2006,विद्युत खिलौनों की सुरक्षा।,"खिलौने (गुणवत्ता नियंत्रण) आदेश, 2020 (एस.ओ. 853(ई), दिनांक 25 फरवरी 2020) खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020 खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020 खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020 खिलौने (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020 खिलौने (गुणवत्ता नियंत्रण) संशोधन आदेश, 2024 एस.ओ. 4277(ई), दिनांक 01 अक्टूबर 2024"
NOTIFICATION,NOTIF-00237,,351,समतल पारदर्शी शीट ग्लास,,,
NOTIFICATION,NOTIF-01070,,352,279.,आईएस 2835 : 1987,समतल पारदर्शी शीट ग्लास।,"समतल पारदर्शी शीट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2020 (एस.ओ. 738(ई), दिनांक 14 फरवरी 2020) समतल पारदर्शी शीट ग्लास (गुणवत्ता नियंत्रण) (संशोधन) आदेश, 2020 (एस.ओ. 2017(ई), दिनांक 23/06/2020) 53. समतल पारदर्शी शीट ग्लास (गुणवत्ता नियंत्रण) आदेश, 2021 द्वारा प्रतिस्थापित (एस.ओ. 4144(ई), दिनांक 7 अक्टूबर 2021)"
NOTIFICATION,NOTIF-00238,,353,सुरक्षा काँच,,,
NOTIFICATION,NOTIF-01128,,354,280.,आईएस 2553 (भाग 1) : 2018,"सुरक्षा काँच – विनिर्देशन भाग 1 वास्तुकला, भवन एवं सामान्य उपयोग।","54. सुरक्षा काँच (गुणवत्ता नियंत्रण) आदेश, 2020 (एस.ओ. 1045(ई), दिनांक 12 मार्च 2020) सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2020 (एस.ओ. 2018(ई), दिनांक 23/06/2020) सुरक्षा काँच (गुणवत्ता नियंत्रण) द्वितीय संशोधन आदेश, 2020 (एस.ओ. सं. 3190(ई), दिनांक 18/09/2020) सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2021 सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2022 (एस.ओ. सं. 620(ई), दिनांक 10/02/2022) सुरक्षा काँच (गुणवत्ता नियंत्रण) संशोधन आदेश, 2023 (एस.ओ. 1431(ई), दिनांक 24 मार्च 2023)"
NOTIFICATION,NOTIF-01129,,355,281.,आईएस 2553 (भाग 2) : 2019,सुरक्षा काँच – विनिर्देशन भाग 2 सड़क परिवहन हेतु।,
NOTIFICATION,NOTIF-00239,,356,बुने हुए बोरे,,,
