is_id,canonical_is_number,manufacturer_count,licence_count,source_file_id,source_file,source_sheet,source_row,record_disposition
STD-01233,STD-4270,3,3,F043,output__fmcs_is_coverage.csv,,305,CANONICAL
STD-01242,STD-4320,1,1,F043,output__fmcs_is_coverage.csv,,306,CANONICAL
STD-01251,STD-4398,1,1,F043,output__fmcs_is_coverage.csv,,307,CANONICAL
STD-01253,STD-4409,5,5,F043,output__fmcs_is_coverage.csv,,308,CANONICAL
STD-01254,STD-4412,1,1,F043,output__fmcs_is_coverage.csv,,309,CANONICAL
STD-01260,STD-4454,6,6,F043,output__fmcs_is_coverage.csv,,310,CANONICAL
STD-01260,STD-4454,10,10,F043,output__fmcs_is_coverage.csv,,311,CANONICAL
STD-01260,STD-4454,2,2,F043,output__fmcs_is_coverage.csv,,312,CANONICAL
STD-01270,STD-4521,2,2,F043,output__fmcs_is_coverage.csv,,313,CANONICAL
STD-01273,STD-455,5,5,F043,output__fmcs_is_coverage.csv,,314,CANONICAL
STD-01275,STD-4566,3,3,F043,output__fmcs_is_coverage.csv,,315,CANONICAL
STD-01295,STD-4824,3,3,F043,output__fmcs_is_coverage.csv,,316,CANONICAL
STD-01300,STD-4923,6,6,F043,output__fmcs_is_coverage.csv,,317,CANONICAL
STD-01306,STD-4984,2,2,F043,output__fmcs_is_coverage.csv,,318,CANONICAL
STD-01307,STD-4985,2,2,F043,output__fmcs_is_coverage.csv,,319,CANONICAL
STD-01309,STD-4990,1,1,F043,output__fmcs_is_coverage.csv,,320,CANONICAL
STD-01310,STD-4992,2,2,F043,output__fmcs_is_coverage.csv,,321,CANONICAL
STD-01316,STD-5082,1,1,F043,output__fmcs_is_coverage.csv,,322,CANONICAL
STD-01317,STD-513,24,28,F043,output__fmcs_is_coverage.csv,,323,CANONICAL
STD-01317,STD-513,9,12,F043,output__fmcs_is_coverage.csv,,324,CANONICAL
STD-01320,STD-5149,4,4,F043,output__fmcs_is_coverage.csv,,325,CANONICAL
STD-01322,STD-5158,6,6,F043,output__fmcs_is_coverage.csv,,326,CANONICAL
STD-01324,STD-5168,2,2,F043,output__fmcs_is_coverage.csv,,327,CANONICAL
STD-01325,STD-517,4,4,F043,output__fmcs_is_coverage.csv,,328,CANONICAL
STD-01325,STD-517,5,5,F043,output__fmcs_is_coverage.csv,,329,CANONICAL
STD-01338,STD-5295,2,2,F043,output__fmcs_is_coverage.csv,,330,CANONICAL
STD-01338,STD-5295,2,2,F043,output__fmcs_is_coverage.csv,,331,CANONICAL
STD-01338,STD-5295,11,11,F043,output__fmcs_is_coverage.csv,,332,CANONICAL
STD-01342,STD-537,2,2,F043,output__fmcs_is_coverage.csv,,333,CANONICAL
STD-01342,STD-537,3,3,F043,output__fmcs_is_coverage.csv,,334,CANONICAL
STD-01343,STD-538,6,6,F043,output__fmcs_is_coverage.csv,,335,CANONICAL
STD-01346,STD-5405,4,4,F043,output__fmcs_is_coverage.csv,,336,CANONICAL
STD-01346,STD-5405,9,9,F043,output__fmcs_is_coverage.csv,,337,CANONICAL
STD-01357,STD-5484,3,3,F043,output__fmcs_is_coverage.csv,,338,CANONICAL
STD-01357,STD-5484,6,6,F043,output__fmcs_is_coverage.csv,,339,CANONICAL
STD-01366,STD-5517,4,4,F043,output__fmcs_is_coverage.csv,,340,CANONICAL
STD-01367,STD-5518,1,1,F043,output__fmcs_is_coverage.csv,,341,CANONICAL
STD-01368,STD-5522,1,1,F043,output__fmcs_is_coverage.csv,,342,CANONICAL
STD-01378,STD-5676,5,5,F043,output__fmcs_is_coverage.csv,,343,CANONICAL
STD-01387,STD-5872,1,1,F043,output__fmcs_is_coverage.csv,,344,CANONICAL
STD-01393,STD-5986,12,13,F043,output__fmcs_is_coverage.csv,,345,CANONICAL
STD-01394,STD-6003,1,1,F043,output__fmcs_is_coverage.csv,,346,CANONICAL
STD-01407,STD-60947,2,2,F043,output__fmcs_is_coverage.csv,,347,CANONICAL
STD-01407,STD-60947,1,1,F043,output__fmcs_is_coverage.csv,,348,CANONICAL
STD-01408,STD-6100,2,2,F043,output__fmcs_is_coverage.csv,,349,CANONICAL
STD-01411,STD-613,5,5,F043,output__fmcs_is_coverage.csv,,350,CANONICAL
STD-01414,STD-617,7,7,F043,output__fmcs_is_coverage.csv,,351,CANONICAL
STD-01414,STD-617,13,13,F043,output__fmcs_is_coverage.csv,,352,CANONICAL
STD-01422,STD-6315,4,4,F043,output__fmcs_is_coverage.csv,,353,CANONICAL
STD-01430,STD-6419,4,4,F043,output__fmcs_is_coverage.csv,,354,CANONICAL
STD-01434,STD-6452,2,2,F043,output__fmcs_is_coverage.csv,,355,CANONICAL
STD-01435,STD-648,16,17,F043,output__fmcs_is_coverage.csv,,356,CANONICAL
STD-01439,STD-6528,4,4,F043,output__fmcs_is_coverage.csv,,357,CANONICAL
STD-01439,STD-6528,5,5,F043,output__fmcs_is_coverage.csv,,358,CANONICAL
STD-01440,STD-6529,2,2,F043,output__fmcs_is_coverage.csv,,359,CANONICAL
STD-01445,STD-6603,4,4,F043,output__fmcs_is_coverage.csv,,360,CANONICAL
STD-01445,STD-6603,16,16,F043,output__fmcs_is_coverage.csv,,361,CANONICAL
STD-01454,STD-6721,8,8,F043,output__fmcs_is_coverage.csv,,362,CANONICAL
STD-01454,STD-6721,85,86,F043,output__fmcs_is_coverage.csv,,363,CANONICAL
STD-01456,STD-6742,1,1,F043,output__fmcs_is_coverage.csv,,364,CANONICAL
STD-01460,STD-6831,1,1,F043,output__fmcs_is_coverage.csv,,365,CANONICAL
STD-01465,STD-6911,75,76,F043,output__fmcs_is_coverage.csv,,366,CANONICAL
STD-01467,STD-6913,1,1,F043,output__fmcs_is_coverage.csv,,367,CANONICAL
STD-01468,STD-694,55,55,F043,output__fmcs_is_coverage.csv,,368,CANONICAL
STD-01469,STD-695,5,5,F043,output__fmcs_is_coverage.csv,,369,CANONICAL
STD-01469,STD-695,1,1,F043,output__fmcs_is_coverage.csv,,370,CANONICAL
STD-01480,STD-7092,1,1,F043,output__fmcs_is_coverage.csv,,371,CANONICAL
STD-01482,STD-7098-P1,1,1,F043,output__fmcs_is_coverage.csv,,372,CANONICAL
STD-01481,STD-7098,4,4,F043,output__fmcs_is_coverage.csv,,373,CANONICAL
STD-01481,STD-7098,2,2,F043,output__fmcs_is_coverage.csv,,374,CANONICAL
STD-01481,STD-7098,1,1,F043,output__fmcs_is_coverage.csv,,375,CANONICAL
STD-01483,STD-710,1,1,F043,output__fmcs_is_coverage.csv,,376,CANONICAL
STD-01483,STD-710,2,2,F043,output__fmcs_is_coverage.csv,,377,CANONICAL
STD-01487,STD-7129,5,5,F043,output__fmcs_is_coverage.csv,,378,CANONICAL
STD-01489,STD-7138,1,1,F043,output__fmcs_is_coverage.csv,,379,CANONICAL
STD-01498,STD-7226,3,3,F043,output__fmcs_is_coverage.csv,,380,CANONICAL
STD-01501,STD-7283,6,9,F043,output__fmcs_is_coverage.csv,,381,CANONICAL
STD-01502,STD-7285,1,1,F043,output__fmcs_is_coverage.csv,,382,CANONICAL
STD-01503,STD-73,1,1,F043,output__fmcs_is_coverage.csv,,383,CANONICAL
STD-01506,STD-7328,70,76,F043,output__fmcs_is_coverage.csv,,384,CANONICAL
STD-01507,STD-733,14,14,F043,output__fmcs_is_coverage.csv,,385,CANONICAL
STD-01507,STD-733,12,12,F043,output__fmcs_is_coverage.csv,,386,CANONICAL
STD-01509,STD-7347,2,2,F043,output__fmcs_is_coverage.csv,,387,CANONICAL
STD-01510,STD-736,3,3,F043,output__fmcs_is_coverage.csv,,388,CANONICAL
STD-01511,STD-737,4,4,F043,output__fmcs_is_coverage.csv,,389,CANONICAL
STD-01511,STD-737,12,13,F043,output__fmcs_is_coverage.csv,,390,CANONICAL
STD-01514,STD-738,1,1,F043,output__fmcs_is_coverage.csv,,391,CANONICAL
STD-01523,STD-7483,1,1,F043,output__fmcs_is_coverage.csv,,392,CANONICAL
STD-01526,STD-7494,1,1,F043,output__fmcs_is_coverage.csv,,393,CANONICAL
STD-01526,STD-7494,2,2,F043,output__fmcs_is_coverage.csv,,394,CANONICAL
STD-01527,STD-7506,1,1,F043,output__fmcs_is_coverage.csv,,395,CANONICAL
STD-01544,STD-7809,3,4,F043,output__fmcs_is_coverage.csv,,396,CANONICAL
STD-01553,STD-7887,9,9,F043,output__fmcs_is_coverage.csv,,397,CANONICAL
STD-01557,STD-7904,9,9,F043,output__fmcs_is_coverage.csv,,398,CANONICAL
STD-01569,STD-8041,1,1,F043,output__fmcs_is_coverage.csv,,399,CANONICAL
STD-01570,STD-8042,11,11,F043,output__fmcs_is_coverage.csv,,400,CANONICAL
STD-01573,STD-8058,1,1,F043,output__fmcs_is_coverage.csv,,401,CANONICAL
STD-01581,STD-814,3,3,F043,output__fmcs_is_coverage.csv,,402,CANONICAL
STD-01582,STD-8144,3,3,F043,output__fmcs_is_coverage.csv,,403,CANONICAL
STD-01583,STD-8148,4,4,F043,output__fmcs_is_coverage.csv,,404,CANONICAL
STD-01586,STD-8229,2,2,F043,output__fmcs_is_coverage.csv,,405,CANONICAL
STD-01625,STD-869,3,3,F043,output__fmcs_is_coverage.csv,,406,CANONICAL
STD-01625,STD-869,8,9,F043,output__fmcs_is_coverage.csv,,407,CANONICAL
STD-01690,STD-9396,1,1,F043,output__fmcs_is_coverage.csv,,408,CANONICAL
STD-01691,STD-9436,44,48,F043,output__fmcs_is_coverage.csv,,409,CANONICAL
STD-01692,STD-9438,1,1,F043,output__fmcs_is_coverage.csv,,410,CANONICAL
STD-01702,STD-9537,1,1,F043,output__fmcs_is_coverage.csv,,411,CANONICAL
STD-01703,STD-9550,4,4,F043,output__fmcs_is_coverage.csv,,412,CANONICAL
STD-01703,STD-9550,12,12,F043,output__fmcs_is_coverage.csv,,413,CANONICAL
STD-01729,STD-9873,44,44,F043,output__fmcs_is_coverage.csv,,414,CANONICAL
STD-01736,STD-996,3,3,F043,output__fmcs_is_coverage.csv,,415,CANONICAL
STD-01738,STD-9968,10,10,F043,output__fmcs_is_coverage.csv,,416,CANONICAL
STD-01742,STD-9997,1,1,F043,output__fmcs_is_coverage.csv,,417,CANONICAL
STD-01743,STD-IEC-60730,4,4,F043,output__fmcs_is_coverage.csv,,418,CANONICAL
STD-01744,STD-IEC-60898,1,1,F043,output__fmcs_is_coverage.csv,,419,CANONICAL
STD-01746,STD-IEC-60947-2,10,12,F043,output__fmcs_is_coverage.csv,,420,CANONICAL
STD-01748,STD-IEC-60947-4,2,2,F043,output__fmcs_is_coverage.csv,,421,CANONICAL
STD-01749,STD-IEC-60947-5,4,5,F043,output__fmcs_is_coverage.csv,,422,CANONICAL
STD-01759,STD-ISO-6742,1,1,F043,output__fmcs_is_coverage.csv,,423,CANONICAL
STD-01760,STD-ISO-9994,2,2,F043,output__fmcs_is_coverage.csv,,424,CANONICAL
