canonical_entity,canonical_entity_id,source_sheet,source_row,source_scheme_record_ids,source_scheme_ids,scheme_label,source_table_caption,source_row_label,raw_is_number_variants,canonical_is_number,display_is_number,standard_year,title,product_name,ministry,notification_number,mandatory_voluntary,certification_type,source_record_id,source_url,retrieved_at,scraper_engine,extraction_method,record_status,missing_reason
STANDARD,STD-00050,,36,SCHII-0035,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,35,IS 10322 (Part 5/Section 6): 2013,STD-10322-P5,STD-10322-P5,2013,Luminaires - Part 5: Particular Requirements Section 6 Hamp Lamps,LED Hand lamps,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00050,,37,SCHII-0036,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,36,IS 10322 (Part 5/Section 7): 2013,STD-10322-P5,STD-10322-P5,2013,Luminaires - Part 5: Particular Requirements Section 7 Lighting Chains,LED Lighting Chains,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00050,,38,SCHII-0037,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,37,IS 10322 (Part 5/Section 8): 2013,STD-10322-P5,STD-10322-P5,2013,Luminaires - Part 5: Particular Requirements Section 8 Luminaires for Emergency Lighting,LED Luminaires for Emergency Lighting,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00636,,39,SCHII-0038,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,38,IS 16242 (Part 1):2014,STD-16242-P1,STD-16242-P1,2014,General and Safety Requirements for UPS,UPS/Inverters of rating <= 10kVA,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,40,SCHII-0039,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,39,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Plasma/LCD/LED Television of screen size up-to 32”,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,41,SCHII-0040,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,40,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements","Visual Display Units, Video Monitors of screen size up-to 32”",Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,42,SCHII-0041,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,41,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",CCTV Cameras/CCTV Recorders,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01090,,43,SCHII-0042,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,42,IS 302 (Part 1): 2008,STD-302-P1,STD-302-P1,2008,Safety of Household and similar electrical appliances Part 1 General requirements,Adapters for household and similar electrical appliances,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,44,SCHII-0043,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,43,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements","USB driven Barcode readers, barcode scanners, Iris scanners, Optical fingerprint scanners",Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,45,SCHII-0044,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,44,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Smart watches,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00612,,46,SCHII-0045,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,45,IS 16103 (Part 1): 2012,STD-16103-P1,STD-16103-P1,2012,LED modules for general lighting: Part 1 safety requirements,Standalone LED Modules for General Lighting,Ministry Of Electronics And Information Technology,"S.O. 1236(E) dated 01st April, 2020; dated of Implementation of this order on the expiry of six months from the dated of publication of this No. tification. (01st October, 2020); Superseded by Electronics and Information Technology Goods (Requirement of Compulsory Registration) Order, 2021; Amendments S.O. 1246(E) dated 10 March, 2026",MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,SUCCESS,NULL
STANDARD,STD-00050,,47,SCHII-0046,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,46,IS 10322 (Part 5)Section 9: 2017,STD-10322-P5,STD-10322-P5,2017,Luminaries: Part 5 Particular Requirements Section 9 Rope Lights,Lighting Chain (Rope Lights),Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,48,SCHII-0047,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,47,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Keyboard,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01091,,49,SCHII-0048,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,48,IS 302 (Part 2): Section 6: 2009,STD-302-P2,STD-302-P2,2009,"Safety of household and similar electrical appliances: part 2 particular requirements, section 6 cooking ranges, hobs, ovens and similar appliances",Induction Stove,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,50,SCHII-0049,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,49,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Automatic Teller Cash dispensing machines,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,51,SCHII-0050,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,50,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",USB Type External Hard Disk Drive,Ministry Of Electronics And Information Technology,"Amendments to the Electronics and Information Technology Goods (Requirements for Compulsory Registration) Order, 2021 S.O. 2204(E) dated 05 May, 2026",MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,SUCCESS,NULL
STANDARD,STD-01756,,52,SCHII-0051,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,51,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Wireless Headphone and Earphone,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,53,SCHII-0052,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,52,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",USB Type External Solid- State Storage Devices (above 256 GB capacity),Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,54,SCHII-0053,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,53,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Electronic Musical System with input power below 200 Watts,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,55,SCHII-0054,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,54,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Standalone Switch Mode Power Supplies (SMPS)with output voltage 48 V (max),Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,56,SCHII-0055,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,55,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Television other than Plasma/LCD/LED TVs,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01091,,57,SCHII-0056,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,56,IS 302 (Part 2): Section 15: 2009,STD-302-P2,STD-302-P2,2009,"Safety of household and similar electrical appliances: Part 2 Particular requirements, Section 15 Appliances for heating liquids",Rice Cooker,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,58,SCHII-0057,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,57,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Wireless microphone,Ministry Of Electronics And Information Technology,"S.O. 3429(E) dated 1 October 2020; Superseded by Electronics and Information Technology Goods (Requirement of Compulsory Registration) Order, 2021; Amendments S.O. 1246(E) dated 10 March, 2026",MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,SUCCESS,NULL
STANDARD,STD-01756,,59,SCHII-0058,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,58,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Digital Camera,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,60,SCHII-0059,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,59,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Video Camera,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,61,SCHII-0060,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,60,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Webcam (Finished Product),Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,62,SCHII-0061,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,61,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Smart Speakers (with and without Display),Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01403,,63,SCHII-0062,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,62,IS 60669-2-1: 2008,STD-60669-P2,STD-60669-P2,2008,"Switches for household and similar fixed electrical installations: Part 2 Particular requirements, Section 1 Electronic switches",Dimmers for LED products,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-01756,,64,SCHII-0063,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,63,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Bluetooth speakers,Ministry Of Electronics And Information Technology,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
STANDARD,STD-00852,,65,SCHII-0064,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,64,IS 18112:2022,STD-18112,STD-18112,2022,Television Sets - Specification,Television Sets,Ministry Of Electronics And Information Technology,"S.O. 1929(E) dated 26/04/2023; S.O. 1363(E) dated 21 March 2025; S.O. 4362(E) dated 25 September 2025; S.O. 1246(E) dated 10 March, 2026; S.O. 4182(E) dated 26 July 2026",MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,SUCCESS,NULL
STANDARD,STD-01756,,66,SCHII-0065,scheme_ii,Scheme - II (Registration Scheme),List of Electronics and IT Goods under 'Compulsory Registration Scheme' for Self Declaration of conformity-Notified by Ministry Of Electronics And Information Technology,65,IS/IEC 62368: Part 1: 2023,STD-IEC-62368-P1,STD-IEC-62368-P1,2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements","Extended Reality Products (Augmented Reality, Virtual Reality, Mixed Reality etc.)",Ministry Of Electronics And Information Technology,Migration to IS/IEC 62368 : Part 1 : 2023 from IS 13252 : Part 1 : 2010 and IS 616: 2017 - S.O. 4997(E) dated 04 No. vember 2025,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,SUCCESS,NULL
STANDARD,STD-00366,,67,SCHII-0066,scheme_ii,Scheme - II (Registration Scheme),"List of Solar Photovoltaics, Systems, Devices and Components under Compulsory Registration Scheme- Notified by Ministry Of New and Renewable Energy",1.,IS 14286,STD-14286,STD-14286,NULL,Crystalline Silicon Terrestrial Photovoltaic (PV) modules – Design Qualification And Type Approval,Crystalline Silicon Terrestrial Photovoltaic (PV) modules (Si wafer based),Ministry Of New and Renewable Energy,"S.O. lar Photovoltaics, Systems, Devices and Components Goods (Requirements for Compulsory Registration) Order, 2017 S.O. 2920(E) dated 30 August 2017; S.O. 1602(E) dated 16 April 2018; S.O. No. 2183(E) dated 30 May 2018; S.O. No. 5259(E) dated 12 October 2018; S.O. 444(E), dated 24 January 2023; S.O. 492(E) dated 27 January 2025; S.O. lar System, Devices and Components Goods Order, 2025 for SPV Inverters of the capacity more than 200 KW S.O. 3597(E) dated 05 August, 2025",MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,SUCCESS,NULL
STANDARD,STD-01754,,68,SCHII-0067,scheme_ii,Scheme - II (Registration Scheme),"List of Solar Photovoltaics, Systems, Devices and Components under Compulsory Registration Scheme- Notified by Ministry Of New and Renewable Energy",1.,IS/IEC 61730 -1,STD-IEC-61730-P1,STD-IEC-61730-P1,NULL,Crystalline Silicon Terrestrial Photovoltaic (PV) modules – Design Qualification And Type Approval,Crystalline Silicon Terrestrial Photovoltaic (PV) modules (Si wafer based),Ministry Of New and Renewable Energy,"S.O. lar Photovoltaics, Systems, Devices and Components Goods (Requirements for Compulsory Registration) Order, 2017 S.O. 2920(E) dated 30 August 2017; S.O. 1602(E) dated 16 April 2018; S.O. No. 2183(E) dated 30 May 2018; S.O. No. 5259(E) dated 12 October 2018; S.O. 444(E), dated 24 January 2023; S.O. 492(E) dated 27 January 2025; S.O. lar System, Devices and Components Goods Order, 2025 for SPV Inverters of the capacity more than 200 KW S.O. 3597(E) dated 05 August, 2025",MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,SUCCESS,NULL
STANDARD,STD-01755,,69,SCHII-0068,scheme_ii,Scheme - II (Registration Scheme),"List of Solar Photovoltaics, Systems, Devices and Components under Compulsory Registration Scheme- Notified by Ministry Of New and Renewable Energy",1.,IS/IEC 61730 -2,STD-IEC-61730-P2,STD-IEC-61730-P2,NULL,Crystalline Silicon Terrestrial Photovoltaic (PV) modules – Design Qualification And Type Approval,Crystalline Silicon Terrestrial Photovoltaic (PV) modules (Si wafer based),Ministry Of New and Renewable Energy,"S.O. lar Photovoltaics, Systems, Devices and Components Goods (Requirements for Compulsory Registration) Order, 2017 S.O. 2920(E) dated 30 August 2017; S.O. 1602(E) dated 16 April 2018; S.O. No. 2183(E) dated 30 May 2018; S.O. No. 5259(E) dated 12 October 2018; S.O. 444(E), dated 24 January 2023; S.O. 492(E) dated 27 January 2025; S.O. lar System, Devices and Components Goods Order, 2025 for SPV Inverters of the capacity more than 200 KW S.O. 3597(E) dated 05 August, 2025",MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,SUCCESS,NULL
STANDARD,STD-00600,,70,SCHII-0069,scheme_ii,Scheme - II (Registration Scheme),"List of Solar Photovoltaics, Systems, Devices and Components under Compulsory Registration Scheme- Notified by Ministry Of New and Renewable Energy",2.,IS 16077,STD-16077,STD-16077,NULL,Thin-Film Terrestrial Photovoltaic (PV) Modules – Design Qualification and Type Approval,"Thin-Film Terrestrial Photovoltaic (PV) Modules (a-Si, CiGs and CdTe)",Ministry Of New and Renewable Energy,NULL,MANDATORY,SCHEME_II_REGISTRATION,scheme_ii,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,2026-09-01T00:00:00Z,firecrawl,FIRECRAWL_JSON,PARTIAL,NOT_EXPOSED_BY_SOURCE
