relationship_id,is_id,canonical_is_number,qco_id,qco_number,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-IS_QCO-0000125,STD-00807,IS 17631,QCO-00045,,MANDATES,related_is_text,related_is_text,"['IS 17631', 'IS 17636']",,F019,BIS_QCO_Summary.xlsx,QCO_Summary,2,1.00,
REL-IS_QCO-0000126,STD-00982,IS 2347,QCO-00014,"Domestic Pressure Cooker (Quality Control) Order, 2020",MANDATES,related_is_text,related_is_text,['IS 2347'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,3,1.00,
REL-IS_QCO-0000127,STD-00194,IS 12330,QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 12330'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,4,1.00,
REL-IS_QCO-0000128,STD-00214,IS 12600,QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 12600'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,5,1.00,
REL-IS_QCO-0000129,STD-00444,IS 1489 (Part 1),QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 1489 (Part 1)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,6,1.00,
REL-IS_QCO-0000130,STD-00445,IS 1489 (Part 2),QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 1489 (Part 2)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,7,1.00,
REL-IS_QCO-0000131,STD-01041,IS 269,QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 269'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,8,1.00,
REL-IS_QCO-0000132,STD-01273,IS 455,QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 455'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,9,1.00,
REL-IS_QCO-0000133,STD-01569,IS 8041,QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 8041'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,10,1.00,
REL-IS_QCO-0000134,STD-01570,IS 8042,QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 8042'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,11,1.00,
REL-IS_QCO-0000135,STD-01571,IS 8043,QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 8043'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,12,1.00,
REL-IS_QCO-0000136,STD-00656,IS 16415,QCO-00009,"Cement (Quality Control) Order, 2003",MANDATES,related_is_text,related_is_text,['IS 16415'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,13,1.00,
REL-IS_QCO-0000137,STD-01730,IS 9873 (Part 1),QCO-00091,"Toys (Quality Control) Order, 2020",MANDATES,related_is_text,related_is_text,['IS 9873 (Part 1)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,14,1.00,
REL-IS_QCO-0000138,STD-01731,IS 9873 (Part 2),QCO-00091,"Toys (Quality Control) Order, 2020",MANDATES,related_is_text,related_is_text,['IS 9873 (Part 2)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,15,1.00,
REL-IS_QCO-0000139,STD-01732,IS 9873 (Part 3),QCO-00091,"Toys (Quality Control) Order, 2020",MANDATES,related_is_text,related_is_text,['IS 9873 (Part 3)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,16,1.00,
REL-IS_QCO-0000140,STD-01733,IS 9873 (Part 4),QCO-00091,"Toys (Quality Control) Order, 2020",MANDATES,related_is_text,related_is_text,['IS 9873 (Part 4)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,17,1.00,
REL-IS_QCO-0000141,STD-00530,IS 15644,QCO-00091,"Toys (Quality Control) Order, 2020",MANDATES,related_is_text,related_is_text,['IS 15644'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,18,1.00,
REL-IS_QCO-0000142,STD-01069,IS 2835,QCO-00031,,MANDATES,related_is_text,related_is_text,['IS 2835'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,19,1.00,
REL-IS_QCO-0000143,STD-01015,IS 2553 (Part 1),QCO-00079,"Safety Glass (Quality Control) Order, 2020",MANDATES,related_is_text,related_is_text,['IS 2553 (Part 1)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,20,1.00,
REL-IS_QCO-0000144,STD-01016,IS 2553 (Part 2),QCO-00079,"Safety Glass (Quality Control) Order, 2020",MANDATES,related_is_text,related_is_text,['IS 2553 (Part 2)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,21,1.00,
REL-IS_QCO-0000145,STD-01707,IS 9573 (Part 1),QCO-00062,,MANDATES,related_is_text,related_is_text,['IS 9573 (Part 1)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,22,1.00,
REL-IS_QCO-0000146,STD-01708,IS 9573 (Part 2),QCO-00062,,MANDATES,related_is_text,related_is_text,['IS 9573 (Part 2)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,23,1.00,
REL-IS_QCO-0000147,STD-00497,IS 15392,QCO-00006,"Aluminium Foil (Quality Control) Order, 2020",MANDATES,related_is_text,related_is_text,['IS 15392'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,24,1.00,
REL-IS_QCO-0000148,STD-00836,IS 17875,QCO-00085,Stainless Steel Pipes and Tubes (Quality Control) Order,MANDATES,related_is_text,related_is_text,['IS 17875'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,25,1.00,
REL-IS_QCO-0000149,STD-00837,IS 17876,QCO-00085,Stainless Steel Pipes and Tubes (Quality Control) Order,MANDATES,related_is_text,related_is_text,['IS 17876'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,26,1.00,
REL-IS_QCO-0000150,STD-00947,IS 2083,QCO-00025,,MANDATES,related_is_text,related_is_text,['IS 2083'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,27,1.00,
REL-IS_QCO-0000151,STD-01090,IS 302 (Part 1),QCO-00020,,MANDATES,related_is_text,related_is_text,['IS 302 (Part 1)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,28,1.00,
REL-IS_QCO-0000152,STD-00558,IS 15844 (Part 1),QCO-00033,,MANDATES,related_is_text,related_is_text,['IS 15844 (Part 1)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,29,1.00,
REL-IS_QCO-0000153,STD-00559,IS 15844 (Part 2),QCO-00033,,MANDATES,related_is_text,related_is_text,['IS 15844 (Part 2)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,30,1.00,
REL-IS_QCO-0000154,STD-00560,IS 15844 (Part 3),QCO-00033,,MANDATES,related_is_text,related_is_text,['IS 15844 (Part 3)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,31,1.00,
REL-IS_QCO-0000155,STD-00718,IS 17012,QCO-00033,,MANDATES,related_is_text,related_is_text,['IS 17012'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,32,1.00,
REL-IS_QCO-0000156,STD-00722,IS 17037,QCO-00033,,MANDATES,related_is_text,related_is_text,['IS 17037'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,33,1.00,
REL-IS_QCO-0000157,STD-00725,IS 17043 (Part 1),QCO-00033,,MANDATES,related_is_text,related_is_text,['IS 17043 (Part 1)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,34,1.00,
REL-IS_QCO-0000158,STD-00726,IS 17043 (Part 2),QCO-00033,,MANDATES,related_is_text,related_is_text,['IS 17043 (Part 2)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,35,1.00,
REL-IS_QCO-0000159,STD-00481,IS 15298 (Part 2),QCO-00057,,MANDATES,related_is_text,related_is_text,['IS 15298 (Part 2)'],,F019,BIS_QCO_Summary.xlsx,QCO_Summary,36,1.00,
