relationship_id,qco_id,qco_number,product_id,product_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-QCO_PR-0000100,QCO-00090,Toys (Quality Control) Order,PROD-00216,Safety of Toys (Part 3 - Migration of Certain Elements),COVERED_BY,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,21,1.00,
REL-QCO_PR-0000101,QCO-00090,Toys (Quality Control) Order,PROD-00219,"Safety of Toys - Part 4: Swings, Slides and Similar Activity Toys for Domestic Use",COVERED_BY,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,22,1.00,
REL-QCO_PR-0000102,QCO-00090,Toys (Quality Control) Order,PROD-00203,Safety of Electric Toys,COVERED_BY,related_qco_text,related_qco_text,Toys (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,23,1.00,
REL-QCO_PR-0000103,QCO-00026,Flat Glass (Quality Control) Order,PROD-00103,Flat Transparent Sheet Glass - Specification,COVERED_BY,related_qco_text,related_qco_text,Flat Glass (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,24,1.00,
REL-QCO_PR-0000104,QCO-00078,Safety Glass (Quality Control) Order,PROD-00197,"Safety Glass - Specification - Part 1: Architectural, Building and General Purpose",COVERED_BY,related_qco_text,related_qco_text,Safety Glass (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,25,1.00,
REL-QCO_PR-0000105,QCO-00080,Safety Glass (Quality Control) Order / CMVR,PROD-00198,Safety Glass - Specification - Part 2: For Road Transport,COVERED_BY,related_qco_text,related_qco_text,Safety Glass (Quality Control) Order / CMVR,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,26,1.00,
REL-QCO_PR-0000106,QCO-00011,Domestic / Industrial Gas Equipment Orders,PROD-00186,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 1: For Commercial and Industrial Applications,COVERED_BY,related_qco_text,related_qco_text,Domestic / Industrial Gas Equipment Orders,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,27,1.00,
REL-QCO_PR-0000107,QCO-00048,LPG Hoses (Quality Control) Order,PROD-00187,Rubber Hoses for Liquefied Petroleum Gas (LPG) - Specification - Part 2: For Domestic Applications,COVERED_BY,related_qco_text,related_qco_text,LPG Hoses (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,28,1.00,
REL-QCO_PR-0000108,QCO-00003,Aluminium and Aluminium Alloy Products (Quality Control) Order,PROD-00045,Aluminium and Aluminium Alloy Corrugated Sheets - Specification,COVERED_BY,related_qco_text,related_qco_text,Aluminium and Aluminium Alloy Products (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,29,1.00,
REL-QCO_PR-0000109,QCO-00085,Stainless Steel Pipes and Tubes (Quality Control) Order,PROD-00232,Seamless Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_qco_text,related_qco_text,Stainless Steel Pipes and Tubes (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,30,1.00,
REL-QCO_PR-0000110,QCO-00085,Stainless Steel Pipes and Tubes (Quality Control) Order,PROD-00304,Welded Stainless Steel Pipes and Tubes - Specification,COVERED_BY,related_qco_text,related_qco_text,Stainless Steel Pipes and Tubes (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,31,1.00,
REL-QCO_PR-0000111,QCO-00016,Electrical Appliances / Flashlights (Quality Control) Order,PROD-00101,Flashlights - Specification,COVERED_BY,related_qco_text,related_qco_text,Electrical Appliances / Flashlights (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,32,1.00,
REL-QCO_PR-0000112,QCO-00019,Electrical Appliances (Quality Control) Order,PROD-00206,Safety of Household and Similar Electrical Appliances - Part 1: General Requirements,COVERED_BY,related_qco_text,related_qco_text,Electrical Appliances (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,33,1.00,
REL-QCO_PR-0000113,QCO-00035,Footwear made from Leather and other materials (Quality Control) Order,PROD-00255,Sports Footwear - Specification - Part 1: General Purpose Sports Footwear,COVERED_BY,related_qco_text,related_qco_text,Footwear made from Leather and other materials (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,34,1.00,
REL-QCO_PR-0000114,QCO-00039,Footwear (Quality Control) Order,PROD-00256,Sports Footwear - Specification - Part 2: Performance Sports Footwear,COVERED_BY,related_qco_text,related_qco_text,Footwear (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,35,1.00,
REL-QCO_PR-0000115,QCO-00039,Footwear (Quality Control) Order,PROD-00257,Sports Footwear - Specification - Part 3: Specialized/Outdoor & Trekking Footwear,COVERED_BY,related_qco_text,related_qco_text,Footwear (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,36,1.00,
REL-QCO_PR-0000116,QCO-00032,Footwear made from all-Rubber and all-Polymeric material (Quality Control) Order,PROD-00094,Ethylene Vinyl Acetate (EVA) Footwear - Specification,COVERED_BY,related_qco_text,related_qco_text,Footwear made from all-Rubber and all-Polymeric material (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,37,1.00,
REL-QCO_PR-0000117,QCO-00032,Footwear made from all-Rubber and all-Polymeric material (Quality Control) Order,PROD-00146,Polyvinyl Chloride (PVC) Footwear - Specification,COVERED_BY,related_qco_text,related_qco_text,Footwear made from all-Rubber and all-Polymeric material (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,38,1.00,
REL-QCO_PR-0000118,QCO-00039,Footwear (Quality Control) Order,PROD-00060,Casual Footwear - Specification - Part 1: Direct Moulded Process,COVERED_BY,related_qco_text,related_qco_text,Footwear (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,39,1.00,
REL-QCO_PR-0000119,QCO-00039,Footwear (Quality Control) Order,PROD-00061,Casual Footwear - Specification - Part 2: Stuck-On/Cemented Construction Process,COVERED_BY,related_qco_text,related_qco_text,Footwear (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,40,1.00,
REL-QCO_PR-0000120,QCO-00056,Personal Protective Equipment - Footwear (Quality Control) Order,PROD-00139,Personal Protective Equipment - Safety Footwear - Specification,COVERED_BY,related_qco_text,related_qco_text,Personal Protective Equipment - Footwear (Quality Control) Order,,F013,BIS_Products_Full_Information_v2.xlsx,Products_Details,41,1.00,
REL-QCO_PR-0000121,QCO-00052,No. t stated,PROD-00310,Work Chairs,COVERS,qco_product_text,qco_product_text,Work chairs,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,2,1.00,
REL-QCO_PR-0000122,QCO-00052,No. t stated,PROD-00106,General Purpose Chairs and Stools,COVERS,qco_product_text,qco_product_text,General purpose chairs and stools,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,3,1.00,
REL-QCO_PR-0000123,QCO-00052,No. t stated,PROD-00285,Tables and Desks,COVERS,qco_product_text,qco_product_text,Tables and desks,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,4,1.00,
REL-QCO_PR-0000124,QCO-00052,No. t stated,PROD-00274,Storage Units,COVERS,qco_product_text,qco_product_text,Storage units,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,5,1.00,
REL-QCO_PR-0000125,QCO-00052,No. t stated,PROD-00051,Beds,COVERS,qco_product_text,qco_product_text,Beds,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,6,1.00,
REL-QCO_PR-0000126,QCO-00052,No. t stated,PROD-00055,Bunk Beds,COVERS,qco_product_text,qco_product_text,Bunk beds,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,7,1.00,
REL-QCO_PR-0000127,QCO-00052,No. t stated,PROD-00083,Domestic Pressure Cooker,COVERS,qco_product_text,qco_product_text,Domestic pressure cooker,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,8,1.00,
REL-QCO_PR-0000128,QCO-00052,No. t stated,PROD-00277,Sulphate Resisting Portland Cement,COVERS,qco_product_text,qco_product_text,Sulphate Resisting Portland Cement,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,9,1.00,
REL-QCO_PR-0000129,QCO-00052,No. t stated,PROD-00123,Low Heat Portland Cement,COVERS,qco_product_text,qco_product_text,Low heat Portland Cement,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,10,1.00,
REL-QCO_PR-0000130,QCO-00052,No. t stated,PROD-00156,Portland Pozzolana Cement — Part 1 Fly-ash based,COVERS,qco_product_text,qco_product_text,Portland Pozzolana Cement — Part 1 Fly-ash based,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,11,1.00,
REL-QCO_PR-0000131,QCO-00052,No. t stated,PROD-00157,Portland Pozzolana Cement — Part 2 Calcined clay based,COVERS,qco_product_text,qco_product_text,Portland Pozzolana Cement — Part 2 Calcined clay based,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,12,1.00,
REL-QCO_PR-0000132,QCO-00052,No. t stated,PROD-00131,Ordinary Portland Cement,COVERS,qco_product_text,qco_product_text,Ordinary Portland Cement,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,13,1.00,
REL-QCO_PR-0000133,QCO-00052,No. t stated,PROD-00158,Portland Slag Cement,COVERS,qco_product_text,qco_product_text,Portland Slag Cement,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,14,1.00,
REL-QCO_PR-0000134,QCO-00052,No. t stated,PROD-00168,Rapid Hardening Portland Cement,COVERS,qco_product_text,qco_product_text,Rapid hardening Portland Cement,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,15,1.00,
REL-QCO_PR-0000135,QCO-00052,No. t stated,PROD-00305,White Portland Cement,COVERS,qco_product_text,qco_product_text,White Portland Cement,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,16,1.00,
REL-QCO_PR-0000136,QCO-00052,No. t stated,PROD-00111,Hydrophobic Portland Cement,COVERS,qco_product_text,qco_product_text,Hydrophobic Portland Cement,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,17,1.00,
REL-QCO_PR-0000137,QCO-00052,No. t stated,PROD-00066,Composite Cement,COVERS,qco_product_text,qco_product_text,Composite Cement,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,18,1.00,
REL-QCO_PR-0000138,QCO-00052,No. t stated,PROD-00225,Safety of Toys — Part 1,COVERS,qco_product_text,qco_product_text,Safety of Toys — Part 1,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,19,1.00,
REL-QCO_PR-0000139,QCO-00052,No. t stated,PROD-00226,Safety of Toys — Part 2 Flammability,COVERS,qco_product_text,qco_product_text,Safety of Toys — Part 2 Flammability,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,20,1.00,
REL-QCO_PR-0000140,QCO-00052,No. t stated,PROD-00228,Safety Requirements for Toys — Part 3 Migration of Certain Elements,COVERS,qco_product_text,qco_product_text,Safety Requirements for Toys — Part 3 Migration of Certain Elements,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,21,1.00,
REL-QCO_PR-0000141,QCO-00052,No. t stated,PROD-00227,Safety of Toys — Part 4 Swings,COVERS,qco_product_text,qco_product_text,Safety of Toys — Part 4 Swings,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,22,1.00,
REL-QCO_PR-0000142,QCO-00052,No. t stated,PROD-00239,Slides and Similar Activity Toys,COVERS,qco_product_text,qco_product_text,Slides and Similar Activity Toys,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,22,1.00,
REL-QCO_PR-0000143,QCO-00052,No. t stated,PROD-00203,Safety of Electric Toys,COVERS,qco_product_text,qco_product_text,Safety of Electric Toys,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,23,1.00,
REL-QCO_PR-0000144,QCO-00052,No. t stated,PROD-00102,Flat Transparent Sheet Glass,COVERS,qco_product_text,qco_product_text,Flat Transparent Sheet Glass,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,24,1.00,
REL-QCO_PR-0000145,QCO-00052,No. t stated,PROD-00201,Safety Glass — Architecture,COVERS,qco_product_text,qco_product_text,Safety Glass — Architecture,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,25,1.00,
REL-QCO_PR-0000146,QCO-00052,No. t stated,PROD-00054,Building and General Uses,COVERS,qco_product_text,qco_product_text,Building and General Uses,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,25,1.00,
REL-QCO_PR-0000147,QCO-00052,No. t stated,PROD-00202,Safety Glass — Road Transport,COVERS,qco_product_text,qco_product_text,Safety Glass — Road Transport,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,26,1.00,
REL-QCO_PR-0000148,QCO-00052,No. t stated,PROD-00183,Rubber Hose for LPG — Industrial Application,COVERS,qco_product_text,qco_product_text,Rubber Hose for LPG — Industrial Application,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,27,1.00,
REL-QCO_PR-0000149,QCO-00052,No. t stated,PROD-00181,Rubber Hose for LPG — Domestic and Commercial Application,COVERS,qco_product_text,qco_product_text,Rubber Hose for LPG — Domestic and Commercial Application,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,28,1.00,
REL-QCO_PR-0000150,QCO-00052,No. t stated,PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,COVERS,qco_product_text,qco_product_text,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,29,1.00,
REL-QCO_PR-0000151,QCO-00052,No. t stated,PROD-00265,Stainless Steel Seamless Pipes and Tubes for General Service,COVERS,qco_product_text,qco_product_text,Stainless Steel Seamless Pipes and Tubes for General Service,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,30,1.00,
REL-QCO_PR-0000152,QCO-00052,No. t stated,PROD-00268,Stainless Steel Welded Pipes and Tubes for General Service,COVERS,qco_product_text,qco_product_text,Stainless Steel Welded Pipes and Tubes for General Service,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,31,1.00,
REL-QCO_PR-0000153,QCO-00052,No. t stated,PROD-00097,Flashlight,COVERS,qco_product_text,qco_product_text,Flashlight,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,32,1.00,
REL-QCO_PR-0000154,QCO-00052,No. t stated,PROD-00020,All Electrical Appliances,COVERS,qco_product_text,qco_product_text,All Electrical Appliances,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,33,1.00,
REL-QCO_PR-0000155,QCO-00052,No. t stated,PROD-00243,Sports Footwear for General Purpose,COVERS,qco_product_text,qco_product_text,Sports Footwear for General Purpose,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,34,1.00,
REL-QCO_PR-0000156,QCO-00052,No. t stated,PROD-00245,Sports Footwear for Performance Sports Footwear,COVERS,qco_product_text,qco_product_text,Sports Footwear for Performance Sports Footwear,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,35,1.00,
REL-QCO_PR-0000157,QCO-00052,No. t stated,PROD-00247,Sports Footwear for Professional Sports Footwear,COVERS,qco_product_text,qco_product_text,Sports Footwear for Professional Sports Footwear,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,36,1.00,
REL-QCO_PR-0000158,QCO-00052,No. t stated,PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,COVERS,qco_product_text,qco_product_text,High ankle tactical boots with PU-Rubber sole,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,37,1.00,
REL-QCO_PR-0000159,QCO-00052,No. t stated,PROD-00048,Antiriot shoes,COVERS,qco_product_text,qco_product_text,Antiriot shoes,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,38,1.00,
REL-QCO_PR-0000160,QCO-00052,No. t stated,PROD-00236,Shoes for Services,COVERS,qco_product_text,qco_product_text,Shoes for Services,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,39,1.00,
REL-QCO_PR-0000161,QCO-00052,No. t stated,PROD-00235,Shoes for General Purpose,COVERS,qco_product_text,qco_product_text,Shoes for General Purpose,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,40,1.00,
REL-QCO_PR-0000162,QCO-00052,No. t stated,PROD-00141,Personal Protective Equipment — Safety Footwear,COVERS,qco_product_text,qco_product_text,Personal Protective Equipment — Safety Footwear,,F014,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,41,1.00,
REL-QCO_PR-0000163,QCO-00053,No. tified 13 Feb 2025,PROD-00310,Work Chairs,COVERS,qco_product_text,qco_product_text,Work Chairs,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,2,1.00,
REL-QCO_PR-0000164,QCO-00053,No. tified 13 Feb 2025,PROD-00079,Desks,COVERS,qco_product_text,qco_product_text,Desks,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,2,1.00,
REL-QCO_PR-0000165,QCO-00053,No. tified 13 Feb 2025,PROD-00284,Tables,COVERS,qco_product_text,qco_product_text,Tables,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,2,1.00,
REL-QCO_PR-0000166,QCO-00053,No. tified 13 Feb 2025,PROD-00274,Storage Units,COVERS,qco_product_text,qco_product_text,Storage Units,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,2,1.00,
REL-QCO_PR-0000167,QCO-00053,No. tified 13 Feb 2025,PROD-00051,Beds,COVERS,qco_product_text,qco_product_text,Beds,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,2,1.00,
REL-QCO_PR-0000168,QCO-00053,No. tified 13 Feb 2025,PROD-00055,Bunk Beds,COVERS,qco_product_text,qco_product_text,Bunk Beds,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,2,1.00,
REL-QCO_PR-0000169,QCO-00068,S.O. 294(E),PROD-00083,Domestic Pressure Cooker,COVERS,qco_product_text,qco_product_text,Domestic Pressure Cooker,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,3,1.00,
REL-QCO_PR-0000170,QCO-00067,S.O. 191(E),PROD-00063,Cement Varieties,COVERS,qco_product_text,qco_product_text,Cement Varieties,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,4,1.00,
REL-QCO_PR-0000171,QCO-00075,S.O. 853(E),PROD-00209,Safety of Non-Electric Toys,COVERS,qco_product_text,qco_product_text,Safety of Non-Electric Toys,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,5,1.00,
REL-QCO_PR-0000172,QCO-00075,S.O. 853(E),PROD-00203,Safety of Electric Toys,COVERS,qco_product_text,qco_product_text,Safety of Electric Toys,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,6,1.00,
REL-QCO_PR-0000173,QCO-00070,S.O. 4144(E),PROD-00102,Flat Transparent Sheet Glass,COVERS,qco_product_text,qco_product_text,Flat Transparent Sheet Glass,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,7,1.00,
REL-QCO_PR-0000174,QCO-00064,S.O. 1045(E),PROD-00190,Safety Glass: Architectural & Road Transport,COVERS,qco_product_text,qco_product_text,Safety Glass: Architectural & Road Transport,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,8,1.00,
REL-QCO_PR-0000175,QCO-00071,S.O. 478(E),PROD-00177,Rubber Hose for LPG - Industrial & Domestic,COVERS,qco_product_text,qco_product_text,Rubber Hose for LPG - Industrial & Domestic,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,9,1.00,
REL-QCO_PR-0000176,QCO-00074,S.O. 687(E),PROD-00043,Aluminium and Alloy Bare Foil for Food Packaging,COVERS,qco_product_text,qco_product_text,Aluminium and Alloy Bare Foil for Food Packaging,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,10,1.00,
REL-QCO_PR-0000177,QCO-00054,No. tified Draft / Final Order (2024),PROD-00261,Stainless Steel Seamless & Welded Pipes,COVERS,qco_product_text,qco_product_text,Stainless Steel Seamless & Welded Pipes,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,11,1.00,
REL-QCO_PR-0000178,QCO-00051,Ministry No. tification (2024/2025),PROD-00100,Flashlights/Portable Torches,COVERS,qco_product_text,qco_product_text,Flashlights / Portable Torches,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,12,1.00,
REL-QCO_PR-0000179,QCO-00066,S.O. 189(E) / Amendments,PROD-00204,Safety of Household and Similar Electrical Appliances,COVERS,qco_product_text,qco_product_text,Safety of Household and Similar Electrical Appliances,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,13,1.00,
REL-QCO_PR-0000180,QCO-00065,S.O. 1421(E),PROD-00248,Sports Footwear - General,COVERS,qco_product_text,qco_product_text,Sports Footwear - General,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,14,1.00,
REL-QCO_PR-0000181,QCO-00065,S.O. 1421(E),PROD-00136,Performance,COVERS,qco_product_text,qco_product_text,Performance,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,14,1.00,
REL-QCO_PR-0000182,QCO-00065,S.O. 1421(E),PROD-00165,Professional,COVERS,qco_product_text,qco_product_text,Professional,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,14,1.00,
REL-QCO_PR-0000183,QCO-00065,S.O. 1421(E),PROD-00287,Tactical Boots,COVERS,qco_product_text,qco_product_text,Tactical Boots,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,15,1.00,
REL-QCO_PR-0000184,QCO-00065,S.O. 1421(E),PROD-00047,Anti Riot Shoes,COVERS,qco_product_text,qco_product_text,Anti-riot Shoes,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,15,1.00,
REL-QCO_PR-0000185,QCO-00065,S.O. 1421(E),PROD-00236,Shoes for Services,COVERS,qco_product_text,qco_product_text,Shoes for Services,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,15,1.00,
REL-QCO_PR-0000186,QCO-00069,S.O. 3857(E),PROD-00188,Safety Footwear,COVERS,qco_product_text,qco_product_text,Safety Footwear,,F015,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,16,1.00,
REL-QCO_PR-0000187,QCO-00068,S.O. 294(E),PROD-00083,Domestic Pressure Cooker,COVERS,qco_product_text,qco_product_text,Domestic Pressure Cooker,,F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,2,1.00,
REL-QCO_PR-0000188,QCO-00075,S.O. 853(E),PROD-00129,Non-Electric & Electric Toys,COVERS,qco_product_text,qco_product_text,Non-Electric & Electric Toys,,F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,3,1.00,
REL-QCO_PR-0000189,QCO-00041,Furniture QCO,PROD-00310,Work Chairs,COVERS,qco_product_text,qco_product_text,Work Chairs,,F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,4,1.00,
REL-QCO_PR-0000190,QCO-00041,Furniture QCO,PROD-00284,Tables,COVERS,qco_product_text,qco_product_text,Tables,,F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,4,1.00,
REL-QCO_PR-0000191,QCO-00041,Furniture QCO,PROD-00274,Storage Units,COVERS,qco_product_text,qco_product_text,Storage Units,,F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,4,1.00,
REL-QCO_PR-0000192,QCO-00041,Furniture QCO,PROD-00051,Beds,COVERS,qco_product_text,qco_product_text,Beds,,F016,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,4,1.00,
REL-QCO_PR-0000193,QCO-00073,S.O. 5243(E),PROD-00312,"Work chairs, general purpose chairs and stools, tables, desks, storage units, beds, and bunk beds",COVERS,qco_product_text,qco_product_text,"Work chairs, general purpose chairs and stools, tables, desks, storage units, beds, and bunk beds",,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,2,1.00,
REL-QCO_PR-0000194,QCO-00072,S.O. 5134(E),PROD-00262,Stainless steel seamless and welded pipes and tubes,COVERS,qco_product_text,qco_product_text,Stainless steel seamless and welded pipes and tubes,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,3,1.00,
REL-QCO_PR-0000195,QCO-00067,S.O. 191(E),PROD-00277,Sulphate Resisting Portland Cement,COVERS,qco_product_text,qco_product_text,Sulphate Resisting Portland Cement,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,4,1.00,
REL-QCO_PR-0000196,QCO-00067,S.O. 191(E),PROD-00123,Low Heat Portland Cement,COVERS,qco_product_text,qco_product_text,Low heat Portland Cement,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,5,1.00,
REL-QCO_PR-0000197,QCO-00067,S.O. 191(E),PROD-00149,Portland Pozzolana Cement - Part 1 (Fly-ash based),COVERS,qco_product_text,qco_product_text,Portland Pozzolana Cement - Part 1 Fly-ash based,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,6,1.00,
REL-QCO_PR-0000198,QCO-00067,S.O. 191(E),PROD-00151,Portland Pozzolana Cement (Part 2 - Calcined Clay Based),COVERS,qco_product_text,qco_product_text,Portland Pozzolana Cement - Part 2 Calcined clay based,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,7,1.00,
REL-QCO_PR-0000199,QCO-00067,S.O. 191(E),PROD-00131,Ordinary Portland Cement,COVERS,qco_product_text,qco_product_text,Ordinary Portland Cement,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,8,1.00,
REL-QCO_PR-0000200,QCO-00067,S.O. 191(E),PROD-00158,Portland Slag Cement,COVERS,qco_product_text,qco_product_text,Portland Slag Cement,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,9,1.00,
REL-QCO_PR-0000201,QCO-00067,S.O. 191(E),PROD-00168,Rapid Hardening Portland Cement,COVERS,qco_product_text,qco_product_text,Rapid hardening Portland cement,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,10,1.00,
REL-QCO_PR-0000202,QCO-00067,S.O. 191(E),PROD-00305,White Portland Cement,COVERS,qco_product_text,qco_product_text,White Portland Cement,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,11,1.00,
REL-QCO_PR-0000203,QCO-00067,S.O. 191(E),PROD-00111,Hydrophobic Portland Cement,COVERS,qco_product_text,qco_product_text,Hydrophobic Portland Cement,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,12,1.00,
REL-QCO_PR-0000204,QCO-00067,S.O. 191(E),PROD-00066,Composite Cement,COVERS,qco_product_text,qco_product_text,Composite Cement,,F017,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,13,1.00,
REL-QCO_PR-0000205,QCO-00046,"Furniture (Quality Control) Order, 2025 / 2026",PROD-00310,Work Chairs,COVERS,qco_product_text,qco_product_text,Work Chairs,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,2,1.00,
