relationship_id,qco_id,qco_number,product_id,product_name,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-QCO_PR-0000206,QCO-00046,"Furniture (Quality Control) Order, 2025 / 2026",PROD-00106,General Purpose Chairs and Stools,COVERS,qco_product_text,qco_product_text,General Purpose Chairs and Stools,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,3,1.00,
REL-QCO_PR-0000207,QCO-00046,"Furniture (Quality Control) Order, 2025 / 2026",PROD-00285,Tables and Desks,COVERS,qco_product_text,qco_product_text,Tables and Desks,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,4,1.00,
REL-QCO_PR-0000208,QCO-00046,"Furniture (Quality Control) Order, 2025 / 2026",PROD-00274,Storage Units,COVERS,qco_product_text,qco_product_text,Storage Units,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,5,1.00,
REL-QCO_PR-0000209,QCO-00046,"Furniture (Quality Control) Order, 2025 / 2026",PROD-00051,Beds,COVERS,qco_product_text,qco_product_text,Beds,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,6,1.00,
REL-QCO_PR-0000210,QCO-00046,"Furniture (Quality Control) Order, 2025 / 2026",PROD-00055,Bunk Beds,COVERS,qco_product_text,qco_product_text,Bunk Beds,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,7,1.00,
REL-QCO_PR-0000211,QCO-00014,"Domestic Pressure Cooker (Quality Control) Order, 2020",PROD-00083,Domestic Pressure Cooker,COVERS,qco_product_text,qco_product_text,Domestic Pressure Cooker,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,8,1.00,
REL-QCO_PR-0000212,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00277,Sulphate Resisting Portland Cement,COVERS,qco_product_text,qco_product_text,Sulphate Resisting Portland Cement,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,9,1.00,
REL-QCO_PR-0000213,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00123,Low Heat Portland Cement,COVERS,qco_product_text,qco_product_text,Low heat Portland Cement,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,10,1.00,
REL-QCO_PR-0000214,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00148,Portland Pozzolana Cement (Fly-ash based),COVERS,qco_product_text,qco_product_text,Portland Pozzolana Cement (Fly-ash based),,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,11,1.00,
REL-QCO_PR-0000215,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00147,Portland Pozzolana Cement (Calcined clay based),COVERS,qco_product_text,qco_product_text,Portland Pozzolana Cement (Calcined clay based),,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,12,1.00,
REL-QCO_PR-0000216,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00131,Ordinary Portland Cement,COVERS,qco_product_text,qco_product_text,Ordinary Portland Cement,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,13,1.00,
REL-QCO_PR-0000217,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00158,Portland Slag Cement,COVERS,qco_product_text,qco_product_text,Portland Slag Cement,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,14,1.00,
REL-QCO_PR-0000218,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00168,Rapid Hardening Portland Cement,COVERS,qco_product_text,qco_product_text,Rapid hardening Portland cement,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,15,1.00,
REL-QCO_PR-0000219,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00305,White Portland Cement,COVERS,qco_product_text,qco_product_text,White Portland Cement,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,16,1.00,
REL-QCO_PR-0000220,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00111,Hydrophobic Portland Cement,COVERS,qco_product_text,qco_product_text,Hydrophobic Portland Cement,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,17,1.00,
REL-QCO_PR-0000221,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00066,Composite Cement,COVERS,qco_product_text,qco_product_text,Composite Cement,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,18,1.00,
REL-QCO_PR-0000222,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00211,Safety of Toys - Mechanical and Physical Properties,COVERS,qco_product_text,qco_product_text,Safety of Toys: Mechanical and Physical Properties,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,19,1.00,
REL-QCO_PR-0000223,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00210,Safety of Toys - Flammability,COVERS,qco_product_text,qco_product_text,Safety of Toys: Flammability,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,20,1.00,
REL-QCO_PR-0000224,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00212,Safety of Toys - Migration of Certain Elements,COVERS,qco_product_text,qco_product_text,Safety of Toys: Migration of Certain Elements,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,21,1.00,
REL-QCO_PR-0000225,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00220,Safety of Toys: Swings,COVERS,qco_product_text,qco_product_text,Safety of Toys: Swings,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,22,1.00,
REL-QCO_PR-0000226,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00239,Slides and Similar Activity Toys,COVERS,qco_product_text,qco_product_text,Slides and Similar Activity Toys,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,22,1.00,
REL-QCO_PR-0000227,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00203,Safety of Electric Toys,COVERS,qco_product_text,qco_product_text,Safety of Electric Toys,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,23,1.00,
REL-QCO_PR-0000228,QCO-00030,"Flat Transparent Sheet Glass (Quality Control) Order, 2020 / 2021",PROD-00102,Flat Transparent Sheet Glass,COVERS,qco_product_text,qco_product_text,Flat Transparent Sheet Glass,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,24,1.00,
REL-QCO_PR-0000229,QCO-00079,"Safety Glass (Quality Control) Order, 2020",PROD-00189,Safety Glass: Architectural,COVERS,qco_product_text,qco_product_text,Safety Glass: Architectural,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,25,1.00,
REL-QCO_PR-0000230,QCO-00079,"Safety Glass (Quality Control) Order, 2020",PROD-00054,Building and General Uses,COVERS,qco_product_text,qco_product_text,Building and General Uses,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,25,1.00,
REL-QCO_PR-0000231,QCO-00079,"Safety Glass (Quality Control) Order, 2020",PROD-00193,Safety Glass (For Road Transport),COVERS,qco_product_text,qco_product_text,Safety Glass: For Road Transport,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,26,1.00,
REL-QCO_PR-0000232,QCO-00060,"Rubber Hose for Liquefied Petroleum Gas (LPG) (Quality Control) Order, 2020",PROD-00174,Rubber Hose for Liquefied Petroleum Gas (LPG): Industrial Application,COVERS,qco_product_text,qco_product_text,Rubber Hose for Liquefied Petroleum Gas (LPG): Industrial Application,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,27,1.00,
REL-QCO_PR-0000233,QCO-00060,"Rubber Hose for Liquefied Petroleum Gas (LPG) (Quality Control) Order, 2020",PROD-00173,Rubber Hose for Liquefied Petroleum Gas (LPG): Domestic and Commercial Application,COVERS,qco_product_text,qco_product_text,Rubber Hose for Liquefied Petroleum Gas (LPG): Domestic and Commercial Application,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,28,1.00,
REL-QCO_PR-0000234,QCO-00006,"Aluminium Foil (Quality Control) Order, 2020",PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,COVERS,qco_product_text,qco_product_text,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,29,1.00,
REL-QCO_PR-0000235,QCO-00087,Steel and Steel Products (Quality Control) Order (Stainless Steel Pipes & Tubes),PROD-00264,Stainless Steel Seamless Pipes and Tubes,COVERS,qco_product_text,qco_product_text,Stainless Steel Seamless Pipes and Tubes,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,30,1.00,
REL-QCO_PR-0000236,QCO-00087,Steel and Steel Products (Quality Control) Order (Stainless Steel Pipes & Tubes),PROD-00267,Stainless Steel Welded Pipes and Tubes,COVERS,qco_product_text,qco_product_text,Stainless Steel Welded Pipes and Tubes,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,31,1.00,
REL-QCO_PR-0000237,QCO-00024,Flashlights Quality Control Order,PROD-00098,Flashlight: Specification,COVERS,qco_product_text,qco_product_text,Flashlight: Specification,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,32,1.00,
REL-QCO_PR-0000238,QCO-00081,"Safety of Household, Commercial and Similar Electrical Appliances (Quality Control) Order, 2026",PROD-00208,"Safety of Household, Commercial and Similar Electrical Appliances: General Requirements (aligned with IEC 60335-1:2020)",COVERS,qco_product_text,qco_product_text,"Safety of Household, Commercial and Similar Electrical Appliances: General Requirements (aligned with IEC 60335-1:2020)",,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,33,1.00,
REL-QCO_PR-0000239,QCO-00040,"Footwear Quality Control Orders (Sports Footwear, Tactical, Special Purpose & Safety Footwear)",PROD-00243,Sports Footwear for General Purpose,COVERS,qco_product_text,qco_product_text,Sports Footwear for General Purpose,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,34,1.00,
REL-QCO_PR-0000240,QCO-00040,"Footwear Quality Control Orders (Sports Footwear, Tactical, Special Purpose & Safety Footwear)",PROD-00245,Sports Footwear for Performance Sports Footwear,COVERS,qco_product_text,qco_product_text,Sports Footwear for Performance Sports Footwear,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,35,1.00,
REL-QCO_PR-0000241,QCO-00040,"Footwear Quality Control Orders (Sports Footwear, Tactical, Special Purpose & Safety Footwear)",PROD-00247,Sports Footwear for Professional Sports Footwear,COVERS,qco_product_text,qco_product_text,Sports Footwear for Professional Sports Footwear,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,36,1.00,
REL-QCO_PR-0000242,QCO-00040,"Footwear Quality Control Orders (Sports Footwear, Tactical, Special Purpose & Safety Footwear)",PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,COVERS,qco_product_text,qco_product_text,High Ankle Tactical Boots with PU-Rubber Sole,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,37,1.00,
REL-QCO_PR-0000243,QCO-00040,"Footwear Quality Control Orders (Sports Footwear, Tactical, Special Purpose & Safety Footwear)",PROD-00048,Antiriot shoes,COVERS,qco_product_text,qco_product_text,Antiriot Shoes,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,38,1.00,
REL-QCO_PR-0000244,QCO-00040,"Footwear Quality Control Orders (Sports Footwear, Tactical, Special Purpose & Safety Footwear)",PROD-00236,Shoes for Services,COVERS,qco_product_text,qco_product_text,Shoes for Services,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,39,1.00,
REL-QCO_PR-0000245,QCO-00040,"Footwear Quality Control Orders (Sports Footwear, Tactical, Special Purpose & Safety Footwear)",PROD-00235,Shoes for General Purpose,COVERS,qco_product_text,qco_product_text,Shoes for General Purpose,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,40,1.00,
REL-QCO_PR-0000246,QCO-00040,"Footwear Quality Control Orders (Sports Footwear, Tactical, Special Purpose & Safety Footwear)",PROD-00137,Personal Protective Equipment - Safety Footwear,COVERS,qco_product_text,qco_product_text,Personal Protective Equipment: Safety Footwear,,F018,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,41,1.00,
REL-QCO_PR-0000247,QCO-00045,,PROD-00311,"Work Chairs, Desks, Tables, Storage Units, Beds, Bunk Beds",COVERS,qco_product_text,qco_product_text,"Work Chairs, Desks, Tables, Storage Units, Beds, Bunk Beds",,F019,BIS_QCO_Summary.xlsx,QCO_Summary,2,1.00,
REL-QCO_PR-0000248,QCO-00014,"Domestic Pressure Cooker (Quality Control) Order, 2020",PROD-00083,Domestic Pressure Cooker,COVERS,qco_product_text,qco_product_text,Domestic Pressure Cooker,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,3,1.00,
REL-QCO_PR-0000249,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00277,Sulphate Resisting Portland Cement,COVERS,qco_product_text,qco_product_text,Sulphate Resisting Portland Cement,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,4,1.00,
REL-QCO_PR-0000250,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00123,Low Heat Portland Cement,COVERS,qco_product_text,qco_product_text,Low Heat Portland Cement,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,5,1.00,
REL-QCO_PR-0000251,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00148,Portland Pozzolana Cement (Fly-ash based),COVERS,qco_product_text,qco_product_text,Portland Pozzolana Cement - Fly Ash Based,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,6,1.00,
REL-QCO_PR-0000252,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00147,Portland Pozzolana Cement (Calcined clay based),COVERS,qco_product_text,qco_product_text,Portland Pozzolana Cement - Calcined Clay Based,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,7,1.00,
REL-QCO_PR-0000253,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00131,Ordinary Portland Cement,COVERS,qco_product_text,qco_product_text,Ordinary Portland Cement,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,8,1.00,
REL-QCO_PR-0000254,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00158,Portland Slag Cement,COVERS,qco_product_text,qco_product_text,Portland Slag Cement,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,9,1.00,
REL-QCO_PR-0000255,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00168,Rapid Hardening Portland Cement,COVERS,qco_product_text,qco_product_text,Rapid Hardening Portland Cement,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,10,1.00,
REL-QCO_PR-0000256,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00305,White Portland Cement,COVERS,qco_product_text,qco_product_text,White Portland Cement,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,11,1.00,
REL-QCO_PR-0000257,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00111,Hydrophobic Portland Cement,COVERS,qco_product_text,qco_product_text,Hydrophobic Portland Cement,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,12,1.00,
REL-QCO_PR-0000258,QCO-00009,"Cement (Quality Control) Order, 2003",PROD-00066,Composite Cement,COVERS,qco_product_text,qco_product_text,Composite Cement,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,13,1.00,
REL-QCO_PR-0000259,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00211,Safety of Toys - Mechanical and Physical Properties,COVERS,qco_product_text,qco_product_text,Safety of Toys - Mechanical and Physical Properties,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,14,1.00,
REL-QCO_PR-0000260,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00210,Safety of Toys - Flammability,COVERS,qco_product_text,qco_product_text,Safety of Toys - Flammability,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,15,1.00,
REL-QCO_PR-0000261,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00212,Safety of Toys - Migration of Certain Elements,COVERS,qco_product_text,qco_product_text,Safety of Toys - Migration of Certain Elements,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,16,1.00,
REL-QCO_PR-0000262,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00221,"Safety of Toys - Swings, Slides and Similar Activity Toys",COVERS,qco_product_text,qco_product_text,"Safety of Toys - Swings, Slides and Similar Activity Toys",,F019,BIS_QCO_Summary.xlsx,QCO_Summary,17,1.00,
REL-QCO_PR-0000263,QCO-00091,"Toys (Quality Control) Order, 2020",PROD-00203,Safety of Electric Toys,COVERS,qco_product_text,qco_product_text,Safety of Electric Toys,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,18,1.00,
REL-QCO_PR-0000264,QCO-00031,,PROD-00102,Flat Transparent Sheet Glass,COVERS,qco_product_text,qco_product_text,Flat Transparent Sheet Glass,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,19,1.00,
REL-QCO_PR-0000265,QCO-00079,"Safety Glass (Quality Control) Order, 2020",PROD-00191,"Safety Glass: Architectural, Building and General",COVERS,qco_product_text,qco_product_text,"Safety Glass: Architectural, Building and General",,F019,BIS_QCO_Summary.xlsx,QCO_Summary,20,1.00,
REL-QCO_PR-0000266,QCO-00079,"Safety Glass (Quality Control) Order, 2020",PROD-00196,Safety Glass: Road Transport,COVERS,qco_product_text,qco_product_text,Safety Glass: Road Transport,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,21,1.00,
REL-QCO_PR-0000267,QCO-00062,,PROD-00179,Rubber Hose for LPG - Industrial Applications,COVERS,qco_product_text,qco_product_text,Rubber Hose for LPG - Industrial Applications,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,22,1.00,
REL-QCO_PR-0000268,QCO-00062,,PROD-00176,Rubber Hose for LPG - Domestic and Commercial Applications,COVERS,qco_product_text,qco_product_text,Rubber Hose for LPG - Domestic and Commercial Applications,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,23,1.00,
REL-QCO_PR-0000269,QCO-00006,"Aluminium Foil (Quality Control) Order, 2020",PROD-00043,Aluminium and Alloy Bare Foil for Food Packaging,COVERS,qco_product_text,qco_product_text,Aluminium and Alloy Bare Foil for Food Packaging,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,24,1.00,
REL-QCO_PR-0000270,QCO-00085,Stainless Steel Pipes and Tubes (Quality Control) Order,PROD-00263,Stainless Steel Seamless Pipes,COVERS,qco_product_text,qco_product_text,Stainless Steel Seamless Pipes,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,25,1.00,
REL-QCO_PR-0000271,QCO-00085,Stainless Steel Pipes and Tubes (Quality Control) Order,PROD-00266,Stainless Steel Welded Pipes,COVERS,qco_product_text,qco_product_text,Stainless Steel Welded Pipes,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,26,1.00,
REL-QCO_PR-0000272,QCO-00025,,PROD-00100,Flashlights/Portable Torches,COVERS,qco_product_text,qco_product_text,Flashlights / Portable Torches,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,27,1.00,
REL-QCO_PR-0000273,QCO-00020,,PROD-00204,Safety of Household and Similar Electrical Appliances,COVERS,qco_product_text,qco_product_text,Safety of Household and Similar Electrical Appliances,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,28,1.00,
REL-QCO_PR-0000274,QCO-00033,,PROD-00249,Sports Footwear - General Purpose,COVERS,qco_product_text,qco_product_text,Sports Footwear - General Purpose,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,29,1.00,
REL-QCO_PR-0000275,QCO-00033,,PROD-00253,Sports Footwear - Performance,COVERS,qco_product_text,qco_product_text,Sports Footwear - Performance,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,30,1.00,
REL-QCO_PR-0000276,QCO-00033,,PROD-00254,Sports Footwear - Professional,COVERS,qco_product_text,qco_product_text,Sports Footwear - Professional,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,31,1.00,
REL-QCO_PR-0000277,QCO-00033,,PROD-00166,PU-Rubber Sole High-Ankle Tactical Boots,COVERS,qco_product_text,qco_product_text,PU-Rubber Sole High-Ankle Tactical Boots,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,32,1.00,
REL-QCO_PR-0000278,QCO-00033,,PROD-00047,Anti Riot Shoes,COVERS,qco_product_text,qco_product_text,Anti-Riot Shoes,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,33,1.00,
REL-QCO_PR-0000279,QCO-00033,,PROD-00105,Footwear for Services - Uniform and Formal,COVERS,qco_product_text,qco_product_text,Footwear for Services - Uniform and Formal,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,34,1.00,
REL-QCO_PR-0000280,QCO-00033,,PROD-00104,Footwear for Services - General-Purpose Utility,COVERS,qco_product_text,qco_product_text,Footwear for Services - General-Purpose Utility,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,35,1.00,
REL-QCO_PR-0000281,QCO-00057,,PROD-00137,Personal Protective Equipment - Safety Footwear,COVERS,qco_product_text,qco_product_text,Personal Protective Equipment - Safety Footwear,,F019,BIS_QCO_Summary.xlsx,QCO_Summary,36,1.00,
